...1,replicate_name,precursor_ion_name,retention_time,area,background,height,mass_error_ppm,flags,QC_area
240,220302_Smp_OBi1_9,cis-Aconitic acid,14.05,99638,0,55977,3,blank_flag,NA
241,220302_Smp_OBi1small_1,cis-Aconitic acid,14.6,184628,0,97380,1.7,blank_flag,NA
242,220302_Smp_OBi1small_2,cis-Aconitic acid,14.55,132066,0,127256,0.6,blank_flag,NA
243,220302_Smp_OBi1small_3,cis-Aconitic acid,NA,NA,NA,NA,NA,NA,NA
244,220302_Smp_OBi1small_4,cis-Aconitic acid,NA,NA,NA,NA,NA,NA,NA
245,220302_Smp_RWi2_1,cis-Aconitic acid,NA,NA,NA,NA,NA,NA,NA
246,220302_Smp_RWi2_2,cis-Aconitic acid,14.6,17292,0,17195,-8.4,"ppm_flag, areamin_flag, blank_flag",NA
247,220302_Smp_RWi2_3,cis-Aconitic acid,14.41,121071,0,105769,-0.2,blank_flag,NA
248,220302_Smp_RWi2_4,cis-Aconitic acid,14.49,92175,0,93566,-0.7,blank_flag,NA
249,220302_Smp_RWi2_5,cis-Aconitic acid,14.4,97073,0,66490,2.1,blank_flag,NA
250,220302_Smp_RWi2_6,cis-Aconitic acid,14.59,69961,0,64916,1,blank_flag,NA
251,220302_Std_4uMStdsMix1InH2O_1,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
252,220302_Std_4uMStdsMix1InH2O_2,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
253,220302_Std_4uMStdsMix1InMatrix_1,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
254,220302_Std_4uMStdsMix1InMatrix_2,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
255,220302_Std_4uMStdsMix2InH2O_1,Adenosine diphosphate,12.8,20963474,0,1550580,2,NA,20963474
256,220302_Std_4uMStdsMix2InH2O_2,Adenosine diphosphate,12.17,60191068,0,3803872,2.4,NA,60191068
257,220302_Std_4uMStdsMix2InMatrix_1,Adenosine diphosphate,12.8,15645410,0,1182099,2.5,NA,15645410
258,220302_Std_4uMStdsMix2InMatrix_2,Adenosine diphosphate,12.2,54904748,0,3167511,2.5,NA,54904748
259,220302_Std_H2OinMatrix_1,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
260,220302_Std_H2OinMatrix_2,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
261,220302_Poo_TruePooBacteria_Full1,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
262,220302_Poo_TruePooBacteria_Full2,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
263,220302_Poo_TruePooBacteria_Full3,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
264,220302_Poo_TruePooBacteria_Half1,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
265,220302_Poo_TruePooBacteria_Half2,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
266,220302_Poo_TruePooBacteria_Half3,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
267,220302_Smp_MQBlk1_A,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
268,220302_Smp_MQBlk1_B,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
269,220302_Smp_MQBlk1_C,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
270,220302_Smp_MQBlk2_A,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
271,220302_Smp_MQBlk2_B,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
272,220302_Smp_MQBlk2_C,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
273,220302_Smp_MQBlk3_A,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
274,220302_Smp_MQBlk3_B,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
275,220302_Smp_MQBlk3_C,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
276,220302_Smp_SupernatBlk_1,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
277,220302_Smp_SupernatBlk_2,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
278,220302_Smp_SupernatBlk_3,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
279,220302_Smp_SWBlk_1,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
280,220302_Smp_SWBlk_2,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
281,220302_Smp_SWBlk_3,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
282,220302_Smp_OBi1_1,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
283,220302_Smp_OBi1_2,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
284,220302_Smp_OBi1_3,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
285,220302_Smp_OBi1_4,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
286,220302_Smp_OBi1_5,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
287,220302_Smp_OBi1_6,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
288,220302_Smp_OBi1_7,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
289,220302_Smp_OBi1_8,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
290,220302_Smp_OBi1_9,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
291,220302_Smp_OBi1small_1,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
292,220302_Smp_OBi1small_2,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
293,220302_Smp_OBi1small_3,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
294,220302_Smp_OBi1small_4,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
295,220302_Smp_RWi2_1,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
296,220302_Smp_RWi2_2,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
297,220302_Smp_RWi2_3,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
298,220302_Smp_RWi2_4,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
299,220302_Smp_RWi2_5,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
300,220302_Smp_RWi2_6,Adenosine diphosphate,NA,NA,NA,NA,NA,NA,NA
301,220302_Std_4uMStdsMix1InH2O_1,Allopurinol,NA,NA,NA,NA,NA,NA,NA
302,220302_Std_4uMStdsMix1InH2O_2,Allopurinol,NA,NA,NA,NA,NA,NA,NA
303,220302_Std_4uMStdsMix1InMatrix_1,Allopurinol,NA,NA,NA,NA,NA,NA,NA
304,220302_Std_4uMStdsMix1InMatrix_2,Allopurinol,NA,NA,NA,NA,NA,NA,NA
305,220302_Std_4uMStdsMix2InH2O_1,Allopurinol,4.31,152343840,0,6553502,-2.3,NA,152343840
306,220302_Std_4uMStdsMix2InH2O_2,Allopurinol,4.29,268080832,0,10566912,-2.3,NA,268080832
307,220302_Std_4uMStdsMix2InMatrix_1,Allopurinol,4.28,185194352,0,8477136,-1.7,NA,185194352
308,220302_Std_4uMStdsMix2InMatrix_2,Allopurinol,4.4,155407024,0,6020472,-2,NA,155407024
309,220302_Std_H2OinMatrix_1,Allopurinol,NA,NA,NA,NA,NA,NA,NA
310,220302_Std_H2OinMatrix_2,Allopurinol,NA,NA,NA,NA,NA,NA,NA
311,220302_Poo_TruePooBacteria_Full1,Allopurinol,NA,NA,NA,NA,NA,NA,NA
312,220302_Poo_TruePooBacteria_Full2,Allopurinol,NA,NA,NA,NA,NA,NA,NA
313,220302_Poo_TruePooBacteria_Full3,Allopurinol,NA,NA,NA,NA,NA,NA,NA
314,220302_Poo_TruePooBacteria_Half1,Allopurinol,NA,NA,NA,NA,NA,NA,NA
315,220302_Poo_TruePooBacteria_Half2,Allopurinol,NA,NA,NA,NA,NA,NA,NA
316,220302_Poo_TruePooBacteria_Half3,Allopurinol,NA,NA,NA,NA,NA,NA,NA
317,220302_Smp_MQBlk1_A,Allopurinol,NA,NA,NA,NA,NA,NA,NA
318,220302_Smp_MQBlk1_B,Allopurinol,NA,NA,NA,NA,NA,NA,NA
319,220302_Smp_MQBlk1_C,Allopurinol,NA,NA,NA,NA,NA,NA,NA
320,220302_Smp_MQBlk2_A,Allopurinol,NA,NA,NA,NA,NA,NA,NA
321,220302_Smp_MQBlk2_B,Allopurinol,NA,NA,NA,NA,NA,NA,NA
322,220302_Smp_MQBlk2_C,Allopurinol,NA,NA,NA,NA,NA,NA,NA
323,220302_Smp_MQBlk3_A,Allopurinol,NA,NA,NA,NA,NA,NA,NA
324,220302_Smp_MQBlk3_B,Allopurinol,NA,NA,NA,NA,NA,NA,NA
325,220302_Smp_MQBlk3_C,Allopurinol,NA,NA,NA,NA,NA,NA,NA
326,220302_Smp_SupernatBlk_1,Allopurinol,NA,NA,NA,NA,NA,NA,NA
327,220302_Smp_SupernatBlk_2,Allopurinol,NA,NA,NA,NA,NA,NA,NA
328,220302_Smp_SupernatBlk_3,Allopurinol,NA,NA,NA,NA,NA,NA,NA
329,220302_Smp_SWBlk_1,Allopurinol,NA,NA,NA,NA,NA,NA,NA
330,220302_Smp_SWBlk_2,Allopurinol,NA,NA,NA,NA,NA,NA,NA
331,220302_Smp_SWBlk_3,Allopurinol,NA,NA,NA,NA,NA,NA,NA
332,220302_Smp_OBi1_1,Allopurinol,NA,NA,NA,NA,NA,NA,NA
333,220302_Smp_OBi1_2,Allopurinol,NA,NA,NA,NA,NA,NA,NA
334,220302_Smp_OBi1_3,Allopurinol,NA,NA,NA,NA,NA,NA,NA
335,220302_Smp_OBi1_4,Allopurinol,NA,NA,NA,NA,NA,NA,NA
336,220302_Smp_OBi1_5,Allopurinol,NA,NA,NA,NA,NA,NA,NA
337,220302_Smp_OBi1_6,Allopurinol,NA,NA,NA,NA,NA,NA,NA
338,220302_Smp_OBi1_7,Allopurinol,NA,NA,NA,NA,NA,NA,NA
339,220302_Smp_OBi1_8,Allopurinol,NA,NA,NA,NA,NA,NA,NA
340,220302_Smp_OBi1_9,Allopurinol,NA,NA,NA,NA,NA,NA,NA
341,220302_Smp_OBi1small_1,Allopurinol,NA,NA,NA,NA,NA,NA,NA
342,220302_Smp_OBi1small_2,Allopurinol,NA,NA,NA,NA,NA,NA,NA
343,220302_Smp_OBi1small_3,Allopurinol,NA,NA,NA,NA,NA,NA,NA
344,220302_Smp_OBi1small_4,Allopurinol,NA,NA,NA,NA,NA,NA,NA
345,220302_Smp_RWi2_1,Allopurinol,NA,NA,NA,NA,NA,NA,NA
346,220302_Smp_RWi2_2,Allopurinol,NA,NA,NA,NA,NA,NA,NA
347,220302_Smp_RWi2_3,Allopurinol,NA,NA,NA,NA,NA,NA,NA
348,220302_Smp_RWi2_4,Allopurinol,NA,NA,NA,NA,NA,NA,NA
349,220302_Smp_RWi2_5,Allopurinol,NA,NA,NA,NA,NA,NA,NA
350,220302_Smp_RWi2_6,Allopurinol,NA,NA,NA,NA,NA,NA,NA
351,220302_Std_4uMStdsMix1InH2O_1,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
352,220302_Std_4uMStdsMix1InH2O_2,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
353,220302_Std_4uMStdsMix1InMatrix_1,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
354,220302_Std_4uMStdsMix1InMatrix_2,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
355,220302_Std_4uMStdsMix2InH2O_1,Amino Propanesulfonic Acid,11.77,242511792,0,14587283,-2.6,NA,242511792
356,220302_Std_4uMStdsMix2InH2O_2,Amino Propanesulfonic Acid,11.31,337865920,2185701,17709282,-1.5,NA,337865920
357,220302_Std_4uMStdsMix2InMatrix_1,Amino Propanesulfonic Acid,11.81,228164800,1294504,16397734,-2.2,NA,228164800
358,220302_Std_4uMStdsMix2InMatrix_2,Amino Propanesulfonic Acid,11.34,344271648,0,20933152,-1.4,NA,344271648
359,220302_Std_H2OinMatrix_1,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
360,220302_Std_H2OinMatrix_2,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
361,220302_Poo_TruePooBacteria_Full1,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
362,220302_Poo_TruePooBacteria_Full2,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
363,220302_Poo_TruePooBacteria_Full3,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
364,220302_Poo_TruePooBacteria_Half1,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
365,220302_Poo_TruePooBacteria_Half2,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
366,220302_Poo_TruePooBacteria_Half3,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
367,220302_Smp_MQBlk1_A,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
368,220302_Smp_MQBlk1_B,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
369,220302_Smp_MQBlk1_C,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
370,220302_Smp_MQBlk2_A,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
371,220302_Smp_MQBlk2_B,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
372,220302_Smp_MQBlk2_C,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
373,220302_Smp_MQBlk3_A,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
374,220302_Smp_MQBlk3_B,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
375,220302_Smp_MQBlk3_C,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
376,220302_Smp_SupernatBlk_1,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
377,220302_Smp_SupernatBlk_2,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
378,220302_Smp_SupernatBlk_3,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
379,220302_Smp_SWBlk_1,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
380,220302_Smp_SWBlk_2,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
381,220302_Smp_SWBlk_3,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
382,220302_Smp_OBi1_1,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
383,220302_Smp_OBi1_2,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
384,220302_Smp_OBi1_3,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
385,220302_Smp_OBi1_4,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
386,220302_Smp_OBi1_5,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
387,220302_Smp_OBi1_6,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
388,220302_Smp_OBi1_7,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
389,220302_Smp_OBi1_8,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
390,220302_Smp_OBi1_9,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
391,220302_Smp_OBi1small_1,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
392,220302_Smp_OBi1small_2,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
393,220302_Smp_OBi1small_3,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
394,220302_Smp_OBi1small_4,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
395,220302_Smp_RWi2_1,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
396,220302_Smp_RWi2_2,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
397,220302_Smp_RWi2_3,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
398,220302_Smp_RWi2_4,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
399,220302_Smp_RWi2_5,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
400,220302_Smp_RWi2_6,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,NA
401,220302_Std_4uMStdsMix1InH2O_1,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
402,220302_Std_4uMStdsMix1InH2O_2,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
403,220302_Std_4uMStdsMix1InMatrix_1,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
404,220302_Std_4uMStdsMix1InMatrix_2,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
405,220302_Std_4uMStdsMix2InH2O_1,Adenosine monophosphate,11.15,123552648,0,7475463,1.9,NA,123552648
406,220302_Std_4uMStdsMix2InH2O_2,Adenosine monophosphate,10.36,255859392,0,12052832,2.2,NA,255859392
407,220302_Std_4uMStdsMix2InMatrix_1,Adenosine monophosphate,11.16,125694608,0,8240024,2.2,NA,125694608
408,220302_Std_4uMStdsMix2InMatrix_2,Adenosine monophosphate,10.43,256990576,0,13908610,2.5,NA,256990576
409,220302_Std_H2OinMatrix_1,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
410,220302_Std_H2OinMatrix_2,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
411,220302_Poo_TruePooBacteria_Full1,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
412,220302_Poo_TruePooBacteria_Full2,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
413,220302_Poo_TruePooBacteria_Full3,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
414,220302_Poo_TruePooBacteria_Half1,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
415,220302_Poo_TruePooBacteria_Half2,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
416,220302_Poo_TruePooBacteria_Half3,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
417,220302_Smp_MQBlk1_A,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
418,220302_Smp_MQBlk1_B,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
419,220302_Smp_MQBlk1_C,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
420,220302_Smp_MQBlk2_A,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
421,220302_Smp_MQBlk2_B,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
422,220302_Smp_MQBlk2_C,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
423,220302_Smp_MQBlk3_A,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
424,220302_Smp_MQBlk3_B,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
425,220302_Smp_MQBlk3_C,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
426,220302_Smp_SupernatBlk_1,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
427,220302_Smp_SupernatBlk_2,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
428,220302_Smp_SupernatBlk_3,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
429,220302_Smp_SWBlk_1,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
430,220302_Smp_SWBlk_2,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
431,220302_Smp_SWBlk_3,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
432,220302_Smp_OBi1_1,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
433,220302_Smp_OBi1_2,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
434,220302_Smp_OBi1_3,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
435,220302_Smp_OBi1_4,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
436,220302_Smp_OBi1_5,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
437,220302_Smp_OBi1_6,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
438,220302_Smp_OBi1_7,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
439,220302_Smp_OBi1_8,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
440,220302_Smp_OBi1_9,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
441,220302_Smp_OBi1small_1,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
442,220302_Smp_OBi1small_2,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
443,220302_Smp_OBi1small_3,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
444,220302_Smp_OBi1small_4,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
445,220302_Smp_RWi2_1,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
446,220302_Smp_RWi2_2,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
447,220302_Smp_RWi2_3,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
448,220302_Smp_RWi2_4,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
449,220302_Smp_RWi2_5,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
450,220302_Smp_RWi2_6,Adenosine monophosphate,NA,NA,NA,NA,NA,NA,NA
451,220302_Std_4uMStdsMix1InH2O_1,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
452,220302_Std_4uMStdsMix1InH2O_2,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
453,220302_Std_4uMStdsMix1InMatrix_1,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
454,220302_Std_4uMStdsMix1InMatrix_2,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
455,220302_Std_4uMStdsMix2InH2O_1,Adenosine triphosphate,13.66,5825395,0,458816,0.9,NA,5825395
456,220302_Std_4uMStdsMix2InH2O_2,Adenosine triphosphate,13.38,34323228,0,2007413,1.4,NA,34323228
457,220302_Std_4uMStdsMix2InMatrix_1,Adenosine triphosphate,13.75,4708479,0,390672,1.5,NA,4708479
458,220302_Std_4uMStdsMix2InMatrix_2,Adenosine triphosphate,13.46,34405692,0,1863921,2,NA,34405692
459,220302_Std_H2OinMatrix_1,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
460,220302_Std_H2OinMatrix_2,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
461,220302_Poo_TruePooBacteria_Full1,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
462,220302_Poo_TruePooBacteria_Full2,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
463,220302_Poo_TruePooBacteria_Full3,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
464,220302_Poo_TruePooBacteria_Half1,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
465,220302_Poo_TruePooBacteria_Half2,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
466,220302_Poo_TruePooBacteria_Half3,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
467,220302_Smp_MQBlk1_A,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
468,220302_Smp_MQBlk1_B,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
469,220302_Smp_MQBlk1_C,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
470,220302_Smp_MQBlk2_A,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
471,220302_Smp_MQBlk2_B,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
472,220302_Smp_MQBlk2_C,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
473,220302_Smp_MQBlk3_A,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
474,220302_Smp_MQBlk3_B,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
475,220302_Smp_MQBlk3_C,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
476,220302_Smp_SupernatBlk_1,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
477,220302_Smp_SupernatBlk_2,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
478,220302_Smp_SupernatBlk_3,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
479,220302_Smp_SWBlk_1,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
480,220302_Smp_SWBlk_2,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
481,220302_Smp_SWBlk_3,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
482,220302_Smp_OBi1_1,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
483,220302_Smp_OBi1_2,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
484,220302_Smp_OBi1_3,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
485,220302_Smp_OBi1_4,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
486,220302_Smp_OBi1_5,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
487,220302_Smp_OBi1_6,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
488,220302_Smp_OBi1_7,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
489,220302_Smp_OBi1_8,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
490,220302_Smp_OBi1_9,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
491,220302_Smp_OBi1small_1,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
492,220302_Smp_OBi1small_2,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
493,220302_Smp_OBi1small_3,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
494,220302_Smp_OBi1small_4,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
495,220302_Smp_RWi2_1,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
496,220302_Smp_RWi2_2,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
497,220302_Smp_RWi2_3,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
498,220302_Smp_RWi2_4,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
499,220302_Smp_RWi2_5,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
500,220302_Smp_RWi2_6,Adenosine triphosphate,NA,NA,NA,NA,NA,NA,NA
501,220302_Std_4uMStdsMix1InH2O_1,Butyrylglycine,2.4,684569920,0,26677084,-2,NA,684569920
502,220302_Std_4uMStdsMix1InH2O_2,Butyrylglycine,2.25,1015747840,0,345306336,-1.8,NA,1015747840
503,220302_Std_4uMStdsMix1InMatrix_1,Butyrylglycine,2.33,809416320,0,29788776,-1.8,NA,809416320
504,220302_Std_4uMStdsMix1InMatrix_2,Butyrylglycine,2.23,1000550208,0,295592768,-1.6,NA,1000550208
505,220302_Std_4uMStdsMix2InH2O_1,Butyrylglycine,NA,NA,NA,NA,NA,NA,NA
506,220302_Std_4uMStdsMix2InH2O_2,Butyrylglycine,NA,NA,NA,NA,NA,NA,NA
507,220302_Std_4uMStdsMix2InMatrix_1,Butyrylglycine,NA,NA,NA,NA,NA,NA,NA
508,220302_Std_4uMStdsMix2InMatrix_2,Butyrylglycine,NA,NA,NA,NA,NA,NA,NA
509,220302_Std_H2OinMatrix_1,Butyrylglycine,NA,NA,NA,NA,NA,NA,NA
510,220302_Std_H2OinMatrix_2,Butyrylglycine,NA,NA,NA,NA,NA,NA,NA
