assembly,core.catab.path
GCF_029890725.1,No
GCF_029890905.1,No
GCF_029891025.1,No
GCF_029891085.1,No
GCF_029891265.1,No
GCF_029893305.1,No
GCF_029910115.1,No
GCF_029937355.1,Yes
GCF_029960595.1,No
GCF_029960665.1,No
GCF_029961155.1,No
GCF_029961185.1,Yes
GCF_029964055.1,No
GCF_029967975.1,Yes
GCF_029991385.1,Yes
GCF_030010415.1,Yes
GCF_030010555.1,No
GCF_030012485.1,No
GCF_030015165.1,Yes
GCF_030053415.1,Yes
GCF_030060435.1,No
GCF_030060455.1,Yes
GCF_030063085.1,No
GCF_030063185.1,No
GCF_030063455.1,No
GCF_030064615.2,No
GCF_030124285.1,No
GCF_030148435.1,No
GCF_030148515.1,Yes
GCF_030148855.1,Yes
GCF_030149045.1,No
GCF_030159475.1,No
GCF_030159495.1,Yes
GCF_030159535.1,Yes
GCF_030159555.1,Yes
GCF_030159915.1,Yes
GCF_030160215.1,Yes
GCF_030160355.1,No
GCF_030160675.1,Yes
GCF_030236635.1,No
GCF_030248355.1,No
GCF_030248375.1,No
GCF_030248435.1,Yes
GCF_030248455.1,No
GCF_030248465.1,No
GCF_030248475.1,No
GCF_030248515.1,No
GCF_030248535.1,No
GCF_030248555.1,Yes
GCF_030248575.1,Yes
GCF_030248595.1,Yes
GCF_030248615.1,Yes
GCF_030248625.1,No
GCF_030248655.1,No
GCF_030248695.1,No
GCF_030252615.1,No
GCF_030264805.1,No
GCF_030269825.1,No
GCF_030270585.1,Yes
GCF_030285395.1,No
GCF_030285785.1,No
GCF_030294925.1,Yes
GCF_030346935.1,Yes
GCF_030346975.1,Yes
GCF_030373445.1,No
GCF_030376615.1,Yes
GCF_030388405.1,No
GCF_030397615.1,No
GCF_030407455.1,Yes
GCF_030407695.1,Yes
GCF_030407815.1,Yes
GCF_030409235.1,Yes
GCF_030409575.1,Yes
GCF_030409595.1,Yes
GCF_030409755.1,No
GCF_030409945.1,Yes
GCF_030410015.1,Yes
GCF_030410045.1,Yes
GCF_030418155.1,Yes
GCF_030440385.1,No
GCF_030442075.1,No
GCF_030450835.1,Yes
GCF_030450905.1,Yes
GCF_030487685.1,Yes
GCF_030505095.1,Yes
GCF_030505105.1,Yes
GCF_030505135.1,Yes
GCF_030540645.1,No
GCF_030540945.1,No
GCF_030546425.1,No
GCF_030546435.1,No
GCF_030546445.1,No
GCF_030546455.1,No
GCF_030546835.1,Yes
GCF_030546925.1,Yes
GCF_030546965.1,Yes
GCF_030547025.1,No
GCF_030547045.1,No
GCF_030547445.1,Yes
GCF_030547525.1,Yes
GCF_030547545.1,Yes
GCF_030547605.1,No
GCF_030547825.1,No
GCF_030547905.1,Yes
GCF_030548225.1,Yes
GCF_030548405.1,Yes
GCF_030548885.1,Yes
GCF_030688965.1,No
GCF_030689005.1,No
GCF_030689035.1,No
GCF_030689075.1,Yes
GCF_030689105.1,No
GCF_030689145.1,Yes
GCF_030689225.1,No
GCF_030689265.1,Yes
GCF_030689305.1,Yes
GCF_030704285.1,No
GCF_030710695.1,Yes
GCF_030716765.1,No
GCF_030716925.1,No
GCF_030717005.1,Yes
GCF_030717425.1,No
GCF_030718125.1,Yes
GCF_030718935.1,Yes
GCF_030732845.1,Yes
GCF_030733245.1,No
GCF_030733265.1,Yes
GCF_030733285.1,No
GCF_030733385.1,Yes
GCF_030733425.1,No
GCF_030733595.1,Yes
GCF_030733645.1,Yes
GCF_030733685.1,Yes
GCF_030733705.1,No
GCF_030733805.1,Yes
GCF_030733845.1,No
GCF_030758345.1,Yes
GCF_030784165.1,Yes
GCF_030784225.1,No
GCF_030784235.1,Yes
GCF_030812475.1,Yes
GCF_030812655.1,No
GCF_030812695.1,No
GCF_030812755.1,No
GCF_030814015.1,No
GCF_030814815.1,No
GCF_030814845.1,No
GCF_030814995.1,Yes
GCF_030845275.1,Yes
GCF_030848585.1,No
GCF_030848925.1,No
GCF_030848945.1,No
GCF_030851925.1,Yes
GCF_030991385.1,No
GCF_030994145.1,No
GCF_030994185.1,No
GCF_030994225.1,No
GCF_030995125.1,No
GCF_031119035.1,Yes
GCF_031157525.1,No
GCF_031180965.1,No
GCF_031451675.1,No
GCF_031451695.1,No
GCF_031451795.1,No
GCF_031454055.1,No
GCF_031455315.1,No
GCF_031457895.1,No
GCF_031580805.1,Yes
GCF_031631795.1,No
GCF_031823395.1,No
GCF_031824815.1,No
GCF_031844645.1,Yes
GCF_031845945.1,Yes
GCF_031845965.1,Yes
GCF_031846005.1,Yes
GCF_031935665.1,No
GCF_031954405.1,No
GCF_032073705.1,Yes
GCF_032083405.1,Yes
GCF_032086675.1,No
GCF_032086855.1,No
GCF_032087075.1,No
GCF_032103725.1,No
GCF_032333995.1,No
GCF_032335075.1,Yes
GCF_032424515.1,No
GCF_032460215.1,No
GCF_032460275.1,No
GCF_032586155.1,No
GCF_032586235.1,No
GCF_032595355.1,Yes
GCF_032648545.1,Yes
GCF_032648565.1,Yes
GCF_032681205.1,No
GCF_032803585.1,Yes
GCF_032842945.2,Yes
GCF_032911225.1,Yes
GCF_032918335.1,Yes
GCF_032924845.1,Yes
GCF_032970405.1,Yes
GCF_032970445.1,Yes
GCF_032970465.1,No
GCF_032970485.1,Yes
GCF_032970805.1,Yes
GCF_033022775.1,Yes
GCF_033100315.1,Yes
GCF_033238845.1,Yes
GCF_033238885.1,No
GCF_033253735.1,No
GCF_033337345.1,No
GCF_033337375.1,Yes
GCF_033337395.1,Yes
GCF_033337405.1,Yes
GCF_033337435.1,Yes
GCF_033337445.1,No
GCF_033337475.1,Yes
GCF_033337495.1,Yes
GCF_033337515.1,Yes
GCF_033337535.1,Yes
GCF_033337555.1,No
GCF_033337585.1,Yes
GCF_033337625.1,Yes
GCF_033337645.1,Yes
GCF_033337665.1,Yes
GCF_033337685.1,Yes
GCF_033337705.1,Yes
GCF_033337725.1,Yes
GCF_033337745.1,Yes
GCF_033337765.1,Yes
GCF_033337785.1,Yes
GCF_033337805.1,Yes
GCF_033337825.1,Yes
GCF_033337845.1,Yes
GCF_033337875.1,Yes
GCF_033337895.1,Yes
GCF_033337915.1,Yes
GCF_033337935.1,Yes
GCF_033337955.1,No
GCF_033337975.1,Yes
GCF_033337995.1,No
GCF_033338015.1,No
GCF_033338035.1,Yes
GCF_033338055.1,Yes
GCF_033338075.1,Yes
GCF_033338095.1,Yes
GCF_033338115.1,No
GCF_033338135.1,No
GCF_033338155.1,Yes
GCF_033338195.1,No
GCF_033338215.1,No
GCF_033338235.1,Yes
GCF_033338255.1,Yes
GCF_033338275.1,Yes
GCF_033338295.1,Yes
GCF_033338315.1,Yes
GCF_033338335.1,No
GCF_033338355.1,No
GCF_033338375.1,No
GCF_033338395.1,Yes
GCF_033338415.1,Yes
GCF_033338435.1,Yes
GCF_033338455.1,No
GCF_033338475.1,Yes
GCF_033338495.1,No
GCF_033338515.1,No
GCF_033338535.1,Yes
GCF_033338555.1,Yes
GCF_033338575.1,No
GCF_033338595.1,Yes
GCF_033338615.1,Yes
GCF_033338635.1,Yes
GCF_033338655.1,Yes
GCF_033338675.1,Yes
GCF_033338695.1,Yes
GCF_033338715.1,Yes
GCF_033338735.1,No
GCF_033338745.1,Yes
GCF_033338775.1,Yes
GCF_033338795.1,No
GCF_033338815.1,Yes
GCF_033338835.1,No
GCF_033338855.1,Yes
GCF_033338875.1,Yes
GCF_033338895.1,Yes
GCF_033338915.1,Yes
GCF_033338935.1,Yes
GCF_033338955.1,Yes
GCF_033338975.1,Yes
GCF_033338995.1,Yes
GCF_033339015.1,Yes
GCF_033339035.1,No
GCF_033339055.1,Yes
GCF_033339075.1,Yes
GCF_033339115.1,Yes
GCF_033339135.1,No
GCF_033339155.1,Yes
GCF_033339175.1,Yes
GCF_033339195.1,No
GCF_033339215.1,No
GCF_033339235.1,No
GCF_033339255.1,No
GCF_033339265.1,Yes
GCF_033339295.1,Yes
GCF_033339315.1,No
GCF_033339335.1,Yes
GCF_033339355.1,Yes
GCF_033339375.1,Yes
GCF_033339395.1,Yes
GCF_033339415.1,Yes
GCF_033339435.1,Yes
GCF_033339455.1,Yes
GCF_033339475.1,Yes
GCF_033339495.1,No
GCF_033339515.1,Yes
GCF_033339525.1,Yes
GCF_033339555.1,Yes
GCF_033339575.1,Yes
GCF_033339595.1,No
GCF_033339615.1,No
GCF_033339635.1,Yes
GCF_033339655.1,Yes
GCF_033339675.1,No
GCF_033339695.1,No
GCF_033339715.1,Yes
GCF_033339735.1,Yes
GCF_033339755.1,Yes
GCF_033339775.1,Yes
GCF_033339795.1,Yes
GCF_033339815.1,Yes
GCF_033339825.1,Yes
GCF_033339855.1,Yes
GCF_033339875.1,Yes
GCF_033339895.1,Yes
GCF_033339915.1,Yes
GCF_033339935.1,Yes
GCF_033339955.1,Yes
GCF_033339975.1,Yes
GCF_033339995.1,No
GCF_033340015.1,No
GCF_033340035.1,Yes
GCF_033340055.1,Yes
GCF_033340075.1,Yes
GCF_033340095.1,Yes
GCF_033340115.1,Yes
GCF_033340135.1,Yes
GCF_033340155.1,No
GCF_033340175.1,Yes
GCF_033340195.1,Yes
GCF_033340215.1,Yes
GCF_033340275.1,No
GCF_033340295.1,Yes
GCF_033340315.1,Yes
GCF_033340335.1,Yes
GCF_033340355.1,Yes
GCF_033340375.1,Yes
GCF_033340395.1,Yes
GCF_033340415.1,No
GCF_033340475.1,Yes
GCF_033340495.1,No
GCF_033340515.1,Yes
GCF_033340555.1,No
GCF_033342275.1,Yes
GCF_033344225.1,No
GCF_033344235.1,Yes
GCF_033344275.1,Yes
GCF_033344285.1,Yes
GCF_033344315.1,No
GCF_033344335.1,No
GCF_033344345.1,No
GCF_033344355.1,No
GCF_033344395.1,Yes
GCF_033344415.1,Yes
GCF_033344425.1,Yes
GCF_033344455.1,Yes
GCF_033344475.1,Yes
GCF_033344485.1,Yes
GCF_033391095.1,No
GCF_033391105.1,Yes
GCF_033391855.1,No
GCF_033396375.1,No
GCF_033397055.1,No
GCF_033397795.1,No
GCF_033436765.1,Yes
GCF_033438945.1,No
GCF_033438955.1,Yes
GCF_033438965.1,Yes
GCF_033447605.1,Yes
GCF_033546995.1,No
GCF_033547155.1,Yes
GCF_033549285.1,No
GCF_033720155.1,No
GCF_033721395.1,Yes
GCF_033791185.1,No
GCF_033792385.1,Yes
GCF_033795455.1,No
GCF_033807535.1,Yes
GCF_033843085.1,Yes
GCF_033879595.1,Yes
GCF_033963905.1,No
GCF_033977145.1,Yes
GCF_033977215.1,Yes
GCF_033977325.1,Yes
GCF_033977405.1,Yes
GCF_033977425.1,Yes
GCF_033989955.1,No
GCF_034009455.1,Yes
GCF_034203315.1,Yes
GCF_034321865.1,No
GCF_034424745.1,No
GCF_034480095.1,No
GCF_034480175.1,No
GCF_034506495.1,Yes
GCF_034555355.1,No
GCF_034628625.1,No
GCF_034629665.1,No
GCF_034630705.1,No
GCF_034632515.1,No
GCF_034633995.1,No
GCF_034634015.1,No
GCF_034638195.1,No
GCF_034661275.1,Yes
GCF_034669605.1,Yes
GCF_034669725.1,Yes
GCF_034669785.1,No
GCF_034669805.1,No
GCF_034670045.1,No
GCF_034724015.1,No
GCF_034929495.1,No
GCF_035064975.1,Yes
GCF_035065025.1,Yes
GCF_035066245.1,No
GCF_035066265.1,Yes
GCF_035267225.1,No
GCF_035481855.1,Yes
GCF_035565795.1,Yes
GCF_035565855.1,Yes
GCF_035615315.1,No
GCF_035615335.1,Yes
GCF_035615395.1,No
GCF_035615415.1,No
GCF_035615465.1,No
GCF_035704995.1,No
GCF_035731305.1,No
GCF_035758505.1,Yes
GCF_035787355.1,Yes
GCF_035812655.1,Yes
GCF_035818635.1,No
GCF_035917035.1,Yes
GCF_035917075.1,Yes
GCF_036213645.1,No
GCF_036281675.1,Yes
GCF_036328175.1,Yes
GCF_036351935.1,Yes
GCF_036419195.1,Yes
GCF_036421835.1,Yes
GCF_036528595.1,No
GCF_036533435.1,Yes
GCF_036533495.1,Yes
GCF_036533635.1,Yes
GCF_036533835.1,Yes
GCF_036533855.1,No
GCF_036533875.1,Yes
GCF_036533895.1,Yes
GCF_036533915.1,No
GCF_036533935.1,No
GCF_036533975.1,No
GCF_036541225.1,Yes
GCF_036553525.1,Yes
GCF_036630035.1,Yes
GCF_036668955.1,Yes
GCF_036669055.1,No
GCF_036677125.1,No
GCF_036697285.1,Yes
GCF_036698255.1,Yes
GCF_036773365.1,Yes
GCF_036781545.1,Yes
GCF_036782355.1,Yes
GCF_036799145.1,Yes
GCF_036807705.1,Yes
GCF_036861305.1,Yes
GCF_036864515.1,Yes
GCF_036879405.1,No
GCF_036881125.1,No
GCF_036881165.1,Yes
GCF_036881635.1,No
GCF_036881655.1,No
GCF_036903955.1,Yes
GCF_036903995.1,Yes
GCF_036904015.1,Yes
GCF_036904035.1,No
GCF_036904045.1,Yes
GCF_036904075.1,No
GCF_036904095.1,Yes
GCF_036904115.1,Yes
GCF_036904135.1,No
GCF_036904155.1,No
GCF_036904175.1,Yes
GCF_036904195.1,No
GCF_036904215.1,No
GCF_036904235.1,Yes
GCF_036960155.1,Yes
GCF_036960265.1,No
GCF_036960985.1,No
GCF_036961165.1,Yes
GCF_036961405.1,Yes
GCF_036961695.1,Yes
GCF_036964045.1,Yes
GCF_037023735.1,Yes
GCF_037027165.1,Yes
GCF_037029455.1,No
GCF_037052785.1,No
GCF_037071415.1,Yes
GCF_037080115.1,Yes
GCF_037080155.1,Yes
GCF_037083785.1,Yes
GCF_037083805.1,Yes
GCF_037083845.1,Yes
GCF_037162085.1,Yes
GCF_037162445.1,No
GCF_037168065.1,Yes
GCF_037168085.1,Yes
GCF_037168105.1,Yes
GCF_037168125.1,Yes
GCF_037168185.1,Yes
GCF_037170305.1,No
GCF_037172745.1,Yes
GCF_037195945.1,Yes
GCF_037478305.1,Yes
GCF_037546405.1,No
GCF_037546465.1,No
GCF_037546485.1,No
GCF_037546525.1,No
GCF_037746055.1,Yes
GCF_037756035.1,No
GCF_037758665.1,No
GCF_037804815.1,Yes
GCF_037804865.1,Yes
GCF_037804945.1,Yes
GCF_037804965.1,Yes
GCF_037805105.1,Yes
GCF_037805125.1,No
GCF_037805225.1,No
GCF_037830285.1,No
GCF_037830295.1,No
GCF_037830315.1,Yes
GCF_037830355.1,Yes
GCF_037860965.1,No
GCF_037911135.1,Yes
GCF_037993085.1,Yes
GCF_037997145.1,Yes
GCF_038095575.1,Yes
GCF_038138445.1,No
GCF_038155145.1,Yes
GCF_038155175.1,Yes
GCF_038253855.1,No
GCF_038297345.1,No
GCF_038378025.1,Yes
GCF_038429965.1,No
GCF_038440135.1,Yes
GCF_038440335.1,No
GCF_038562105.1,No
GCF_038900175.1,No
GCF_039522485.1,No
GCF_039522585.1,No
GCF_039522625.1,Yes
GCF_039522765.1,Yes
GCF_039523155.1,No
GCF_039534795.1,No
GCF_039537755.1,Yes
GCF_039537925.1,No
GCF_039539325.1,Yes
GCF_039539745.1,Yes
GCF_039542195.1,Yes
GCF_039542305.1,Yes
GCF_039543005.1,No
GCF_039543745.1,No
GCF_039543785.1,No
GCF_039544045.1,No
GCF_039544385.1,Yes
GCF_039544775.1,Yes
GCF_039563865.1,Yes
GCF_039594455.1,No
GCF_039634515.1,Yes
GCF_039658525.1,No
GCF_039673565.1,Yes
GCF_039673865.1,Yes
GCF_039674185.1,Yes
GCF_039830525.1,Yes
GCF_039830585.1,Yes
GCF_039839315.1,No
GCF_039880285.1,Yes
GCF_039907765.1,No
GCF_039939915.1,Yes
GCF_039940635.1,Yes
GCF_039940975.1,Yes
GCF_039941015.1,No
GCF_039941435.1,No
GCF_039941635.1,Yes
GCF_039963795.1,No
GCF_039963995.1,Yes
GCF_039964005.1,No
GCF_039965295.1,Yes
GCF_039965395.1,Yes
GCF_039965455.1,Yes
GCF_039965695.1,Yes
GCF_039966255.1,Yes
GCF_039966635.1,Yes
GCF_039967315.1,Yes
GCF_039967895.1,Yes
GCF_039970575.1,Yes
GCF_039970945.1,No
GCF_039971495.1,Yes
GCF_039971875.1,Yes
GCF_039972175.1,Yes
GCF_039972435.1,Yes
GCF_039972655.1,Yes
GCF_039972855.1,No
GCF_039972955.1,Yes
GCF_039973035.1,No
GCF_039973135.1,No
GCF_039973215.1,Yes
GCF_039973635.1,No
GCF_039974095.1,Yes
GCF_039974475.1,No
GCF_039974725.1,Yes
GCF_039974955.1,No
GCF_039975415.1,No
GCF_039975875.1,Yes
GCF_039976655.1,No
GCF_039976795.1,Yes
GCF_039976835.1,Yes
GCF_039977375.1,Yes
GCF_039977555.1,Yes
GCF_039978355.1,Yes
GCF_039978695.1,Yes
GCF_039980065.1,Yes
GCF_039980575.1,Yes
GCF_039981015.1,Yes
GCF_039982175.1,No
GCF_039982955.1,Yes
GCF_039983875.1,Yes
GCF_039985015.1,Yes
GCF_039985175.1,Yes
GCF_039985335.1,Yes
GCF_039985435.1,Yes
GCF_039986295.1,Yes
GCF_039986375.1,Yes
GCF_039986515.1,No
GCF_039986975.1,No
GCF_039987075.1,Yes
GCF_039988115.1,Yes
GCF_039992095.1,No
GCF_040104475.1,Yes
GCF_040118955.1,Yes
GCF_040119355.1,Yes
GCF_040126105.1,No
GCF_040147015.1,Yes
GCF_040147045.1,Yes
GCF_040148675.1,Yes
GCF_040183025.1,Yes
GCF_040196315.1,Yes
GCF_040219715.1,Yes
GCF_040220175.1,No
GCF_040220375.1,No
GCF_040221495.1,No
GCF_040221995.1,Yes
GCF_040222315.1,Yes
GCF_040223625.1,No
GCF_040235355.1,No
GCF_040250365.1,No
GCF_040308585.1,No
GCF_040308605.1,No
GCF_040309045.1,No
GCF_040309345.1,Yes
GCF_040309385.1,No
GCF_040309405.1,Yes
GCF_040309505.1,Yes
GCF_040309565.1,Yes
GCF_040309765.1,Yes
GCF_040309805.1,No
GCF_040310485.1,No
GCF_040365955.1,No
GCF_040369695.1,Yes
GCF_040371315.1,Yes
GCF_040409745.1,Yes
GCF_040516005.1,No
GCF_040539315.1,No
GCF_040539335.1,No
GCF_040539345.1,No
GCF_040539395.1,No
GCF_040580765.1,Yes
GCF_900005135.1,Yes
GCF_900055185.1,Yes
GCF_900060185.1,Yes
GCF_900067765.1,Yes
GCF_900067775.1,Yes
GCF_900079515.1,Yes
GCF_900089765.1,No
GCF_900089845.1,No
GCF_900089855.1,No
GCF_900089965.1,No
GCF_900095365.1,Yes
GCF_900095785.1,Yes
GCF_900100655.1,Yes
GCF_900101475.1,Yes
GCF_900102015.1,No
GCF_900102465.1,No
GCF_900102675.1,No
GCF_900102795.1,Yes
GCF_900102875.1,Yes
GCF_900102935.1,Yes
GCF_900102945.1,Yes
GCF_900103185.1,No
GCF_900103205.1,No
GCF_900103325.1,No
GCF_900103335.1,Yes
GCF_900103865.1,No
GCF_900105285.1,Yes
GCF_900105495.1,Yes
GCF_900106805.1,Yes
GCF_900107355.1,No
GCF_900109335.1,Yes
GCF_900109455.1,Yes
GCF_900109535.1,No
GCF_900109725.1,No
GCF_900109765.1,Yes
GCF_900110135.1,Yes
GCF_900110585.1,Yes
GCF_900110705.1,Yes
GCF_900110785.1,No
GCF_900111095.1,Yes
GCF_900111855.1,Yes
GCF_900111945.1,No
GCF_900112725.1,No
GCF_900112755.1,No
GCF_900113205.1,No
GCF_900113265.1,Yes
GCF_900113275.1,Yes
GCF_900113345.1,Yes
GCF_900113795.1,No
GCF_900114245.1,Yes
GCF_900114415.1,Yes
GCF_900114635.1,No
GCF_900114815.1,No
GCF_900115495.1,Yes
GCF_900115555.1,Yes
GCF_900115865.1,No
GCF_900116285.1,No
GCF_900116405.1,No
GCF_900116455.1,No
GCF_900116505.1,Yes
GCF_900116725.1,Yes
GCF_900116765.1,No
GCF_900119575.1,No
GCF_900119635.1,Yes
GCF_900119675.1,Yes
GCF_900119925.1,No
GCF_900119985.1,No
GCF_900120015.1,No
GCF_900120025.1,No
GCF_900120035.1,No
GCF_900120065.1,No
GCF_900120075.1,No
GCF_900120105.1,No
GCF_900120115.1,No
GCF_900120145.1,No
GCF_900120285.1,No
GCF_900120305.1,No
GCF_900128925.1,Yes
GCF_900129845.1,Yes
GCF_900129875.1,No
GCF_900141945.1,No
GCF_900142085.1,No
GCF_900142625.1,Yes
GCF_900142665.1,Yes
GCF_900142755.1,No
GCF_900142765.1,No
GCF_900142895.1,No
GCF_900143525.1,No
GCF_900143535.1,No
GCF_900143545.1,Yes
GCF_900155885.1,No
GCF_900155945.1,No
GCF_900156185.1,No
GCF_900156535.1,Yes
GCF_900156595.1,No
GCF_900156635.1,Yes
GCF_900156805.1,Yes
GCF_900162665.1,No
GCF_900163545.1,No
GCF_900163635.1,No
GCF_900167155.1,Yes
GCF_900168255.1,No
GCF_900172215.1,Yes
GCF_900172225.1,Yes
GCF_900172235.1,Yes
GCF_900172255.1,Yes
GCF_900172285.1,Yes
GCF_900172295.1,Yes
GCF_900172335.1,Yes
GCF_900172365.1,Yes
GCF_900177525.1,No
GCF_900182615.1,Yes
GCF_900182745.1,Yes
GCF_900182765.1,No
GCF_900182805.1,Yes
GCF_900184145.1,Yes
GCF_900184815.1,Yes
GCF_900184825.1,No
GCF_900184945.1,Yes
GCF_900185035.1,Yes
GCF_900185055.1,Yes
GCF_900185565.1,Yes
GCF_900185625.1,Yes
GCF_900187545.1,Yes
GCF_900215605.1,Yes
GCF_900233005.1,Yes
GCF_900291005.1,No
GCF_900291035.1,No
GCF_900302455.1,Yes
GCF_900302475.1,Yes
GCF_900302485.1,No
GCF_900302495.1,No
GCF_900312675.1,No
GCF_900312795.1,No
GCF_900313035.1,Yes
GCF_900313045.1,No
GCF_900313065.1,Yes
GCF_900327775.1,Yes
GCF_900445235.1,No
GCF_900455955.1,No
GCF_900460165.1,No
GCF_900460285.1,Yes
GCF_900460325.1,Yes
GCF_900460395.1,No
GCF_900499075.1,No
GCF_900537075.1,No
GCF_900537105.1,Yes
GCF_900537165.1,Yes
GCF_900609055.1,Yes
GCF_900636645.1,No
GCF_901482375.1,No
GCF_901933175.1,No
GCF_902459605.1,No
GCF_902459615.1,No
GCF_902459695.1,No
GCF_902497625.1,Yes
GCF_902497725.1,No
GCF_902497825.1,No
GCF_902497855.1,No
GCF_902497875.1,No
GCF_902497915.1,No
GCF_902498045.1,No
GCF_902498095.1,No
GCF_902498135.1,Yes
GCF_902498205.1,No
GCF_902498255.1,No
GCF_902500215.1,No
GCF_902833645.1,No
GCF_902833715.1,No
GCF_902859945.1,Yes
GCF_903914075.1,No
GCF_903986595.1,No
GCF_903986725.1,Yes
GCF_903986875.1,No
GCF_903986905.1,No
GCF_903986935.1,No
GCF_903986945.1,Yes
GCF_903986985.1,Yes
GCF_903986995.1,No
GCF_903995475.1,No
GCF_903995485.1,No
GCF_904423865.1,No
GCF_904845915.1,Yes
GCF_904845925.1,Yes
GCF_904845935.1,Yes
GCF_904845955.1,No
GCF_904845985.1,Yes
GCF_904846005.1,No
GCF_904846015.1,No
GCF_904846045.1,No
GCF_904846065.1,No
GCF_904846105.1,No
GCF_904846155.1,No
GCF_904846185.1,No
GCF_904846195.1,No
GCF_904846205.1,No
GCF_904846215.1,No
GCF_904846225.1,Yes
GCF_904846305.1,No
GCF_904846325.1,Yes
GCF_904846365.1,No
GCF_904846425.1,No
GCF_904846455.1,Yes
GCF_904846575.1,No
GCF_904846585.1,No
GCF_904846635.1,No
GCF_904846655.1,No
GCF_904846665.1,No
GCF_904846685.1,No
GCF_904848165.1,Yes
GCF_905175335.1,No
GCF_905175355.1,No
GCF_905220245.1,Yes
GCF_905220305.1,Yes
GCF_905220795.1,Yes
GCF_905331675.1,Yes
GCF_905479895.1,No
GCF_911283405.1,No
GCF_913051915.1,Yes
GCF_913054185.1,Yes
GCF_913054395.1,Yes
GCF_913055835.1,No
GCF_913057115.1,Yes
GCF_913057125.1,No
GCF_913057855.1,No
GCF_913058035.1,Yes
GCF_913064645.1,Yes
GCF_916618875.1,No
GCF_929606395.1,Yes
GCF_929618215.1,Yes
GCF_937123725.1,Yes
GCF_937123735.1,Yes
GCF_937127095.1,Yes
GCF_937128705.1,No
GCF_937129475.1,No
GCF_937146545.1,No
GCF_937896415.1,No
GCF_937911985.1,Yes
GCF_938073885.1,No
GCF_938092215.1,Yes
GCF_943846705.1,No
GCF_946478815.1,Yes
GCF_946886895.1,No
GCF_947037895.1,Yes
GCF_947038295.1,Yes
GCF_947038625.1,Yes
GCF_947258605.1,Yes
GCF_947258665.1,Yes
GCF_947258855.1,Yes
GCF_947259555.1,No
GCF_947331435.1,Yes
GCF_947331465.1,Yes
GCF_947387585.1,Yes
GCF_947487135.1,No
GCF_947487425.1,Yes
GCF_947487515.1,No
GCF_947487735.1,No
GCF_947487995.1,Yes
GCF_947488185.1,Yes
GCF_947488565.1,Yes
GCF_947488715.1,Yes
GCF_947488835.1,No
GCF_947489465.1,Yes
GCF_947489545.1,Yes
GCF_947489645.1,Yes
GCF_947489715.1,Yes
GCF_947489905.1,Yes
GCF_947491795.1,Yes
GCF_947492095.1,No
GCF_947492275.1,No
GCF_947492365.1,Yes
GCF_947492555.1,Yes
GCF_947492685.1,Yes
GCF_947492705.1,Yes
GCF_947493595.1,Yes
GCF_947493655.1,Yes
GCF_947493835.1,No
GCF_947493875.1,Yes
GCF_947493985.1,No
GCF_947494465.1,Yes
GCF_947494555.1,Yes
GCF_947494625.1,No
GCF_947495055.1,Yes
GCF_947495085.1,Yes
GCF_947495275.1,Yes
GCF_947495455.1,Yes
GCF_947495495.1,No
GCF_947495585.1,Yes
GCF_947495615.1,No
GCF_947495715.1,Yes
GCF_947495815.1,Yes
GCF_947495835.1,Yes
GCF_947495845.1,Yes
GCF_947495935.1,Yes
GCF_947496565.1,Yes
GCF_947496935.1,Yes
GCF_947497005.1,Yes
GCF_947497165.1,Yes
GCF_947497325.1,No
GCF_947497575.1,No
GCF_947497685.1,Yes
GCF_947497845.1,No
GCF_947497995.1,No
GCF_947498015.1,Yes
GCF_947498095.1,No
GCF_947498165.1,Yes
GCF_947498275.1,Yes
GCF_947498515.1,Yes
GCF_947498605.1,No
GCF_947498665.1,Yes
GCF_947498945.1,No
GCF_947499225.1,Yes
GCF_947499865.1,Yes
GCF_947499915.1,Yes
GCF_947500045.1,Yes
GCF_947500075.1,Yes
GCF_947500155.1,Yes
GCF_947500285.1,No
GCF_947500455.1,Yes
GCF_947500465.1,Yes
GCF_947500915.1,No
GCF_947501055.1,Yes
GCF_947501075.1,Yes
GCF_947501255.1,Yes
GCF_947501345.1,No
GCF_947501405.1,Yes
GCF_947501785.1,No
GCF_947501855.1,No
GCF_947502035.1,Yes
GCF_947502135.1,Yes
GCF_947502155.1,Yes
GCF_947503385.1,Yes
GCF_947503505.1,Yes
GCF_947503565.1,Yes
GCF_947503605.1,Yes
GCF_947503635.1,Yes
GCF_947503745.1,No
GCF_947503795.1,No
GCF_947504175.1,Yes
GCF_947504215.1,Yes
GCF_948151475.1,Yes
GCF_948193265.1,No
GCF_948193435.1,No
GCF_948329545.1,Yes
GCF_949787665.1,Yes
GCF_963518525.1,Yes
GCF_963519395.1,No
GCF_963520625.1,Yes
GCF_963524535.1,Yes
GCF_963530165.1,Yes
GCF_963669255.1,Yes
GCF_963675325.1,Yes
GCF_963691865.1,No
GCF_963860025.1,Yes
GCF_963860445.1,No
GCF_963860595.1,No
GCF_963860625.1,No
GCF_963860635.1,No
GCF_963860685.1,No
GCF_963860735.1,No
GCF_963860835.1,No
GCF_963861305.1,No
GCF_963861875.1,No
GCF_963862185.1,Yes
GCF_963864815.1,No
GCF_963865155.1,No
GCF_963865515.1,No
GCF_963865535.1,No
GCF_963865545.1,Yes
GCF_963865695.1,No
GCF_963866375.1,No
GCF_963866965.1,No
GCF_963867005.1,Yes
GCF_963867015.1,Yes
