Nucleotide.Accession	Organism.Name	Organism.Taxonomic.ID	BioSample	contig.length	Assembly.Accession	Assembly.Name
JAOIHM010000001.1	bacterium	1869227	SAMN29375168	49083		
JAOIJV010000002.1	Alphaproteobacteria bacterium	1913988	SAMN29375105	36414		
JAOILQ010000002.1	Candidatus Pelagibacter sp.	2024849	SAMN29375052	60812		
JAOIMS010000011.1	bacterium	1869227	SAMN29375020	7615		
JAOIOP010000009.1	Alphaproteobacteria bacterium	1913988	SAMN29374969	17307		
JAOHYY010000001.1	Polaribacter sp.	1920175	SAMN29364463	101155		
JAOGAE010000001.1	Porticoccaceae bacterium	2026782	SAMN29364276	74100		
JAOGEI010000009.1	bacterium	1869227	SAMN29364159	17364		
JAOGGM010000002.1	Porticoccaceae bacterium	2026782	SAMN29364101	177531		
JAOGFK010000001.1	Alphaproteobacteria bacterium	1913988	SAMN29364130	151789		
JAOGHK010000004.1	Alphaproteobacteria bacterium	1913988	SAMN29364074	109940		
JAOGIK010000017.1	Luminiphilus sp.	2590574	SAMN29364046	52314		
JAOGIY010000002.1	Candidatus Pelagibacter sp.	2024849	SAMN29364032	196435		
JAOISV010000005.1	Luminiphilus sp.	2590574	SAMN29375864	75928		
JAOISY010000004.1	Alphaproteobacteria bacterium	1913988	SAMN29375861	59781		
JAOITM010000001.1	Alphaproteobacteria bacterium	1913988	SAMN29375847	128649		
JAOIUI010000030.1	Alphaproteobacteria bacterium	1913988	SAMN29375824	4721		
JAOIVH010000010.1	Luminiphilus sp.	2590574	SAMN29375798	105221		
JAOIXE010000006.1	Alphaproteobacteria bacterium	1913988	SAMN29375747	75399		
JAOIYM010000001.1	Alphaproteobacteria bacterium	1913988	SAMN29375709	196488		
JAOJDV010000031.1	Luminiphilus sp.	2590574	SAMN29375692	17075		
JAOJEG010000001.1	Candidatus Pelagibacter bacterium	2780116	SAMN29375681	170316		
JAOIZE010000011.1	Alphaproteobacteria bacterium	1913988	SAMN29375656	64163		
JAOIZK010000004.1	Alphaproteobacteria bacterium	1913988	SAMN29375650	72336		
JAOIZZ010000003.1	Woeseiaceae bacterium	2026806	SAMN29375634	166292		
JAOJAD010000001.1	Paracoccaceae bacterium	1904441	SAMN29375630	213666		
JAOJCJ010000006.1	Alphaproteobacteria bacterium	1913988	SAMN29375566	76362		
JAOJDI010000001.1	Candidatus Pelagibacter bacterium	2780116	SAMN29375551	99958		
JAOJUF010000002.1	Alphaproteobacteria bacterium	1913988	SAMN29371848	94116		
JAOJVW010000003.1	Candidatus Pelagibacter sp.	2024849	SAMN29371801	101953		
JAOJWC010000006.1	Alphaproteobacteria bacterium	1913988	SAMN29371795	34804		
JAOJXL010000001.1	bacterium	1869227	SAMN29371760	93276		
JAOJZC010000003.1	Alphaproteobacteria bacterium	1913988	SAMN29371711	216969		
JAOKAA010000010.1	Litorivicinus sp.	2077313	SAMN29371684	56818		
JAOKCU010000002.1	Candidatus Pelagibacter sp.	2024849	SAMN29371608	170660		
JAOKGY010000002.1	Alphaproteobacteria bacterium	1913988	SAMN29371497	43847		
JAOKLN010000008.1	Porticoccaceae bacterium	2026782	SAMN29372594	47306		
JAOKHE010000002.1	Candidatus Pelagibacter sp.	2024849	SAMN29371490	60334		
JAOKUQ010000005.1	Candidatus Pelagibacter sp.	2024849	SAMN29373039	84414		
JAOKVW010000007.1	Alphaproteobacteria bacterium	1913988	SAMN29373005	55666		
JAOKZM010000001.1	Candidatus Pelagibacter sp.	2024849	SAMN29372895	107242		
JAOLDK010000002.1	Candidatus Thioglobus sp.	2026721	SAMN29372783	76553		
JAOLEH010000003.1	Porticoccaceae bacterium	2026782	SAMN29372760	153769		
JAOLFA010000013.1	Porticoccaceae bacterium	2026782	SAMN29372741	63791		
JAOLFJ010000015.1	Porticoccaceae bacterium	2026782	SAMN29372732	42109		
JAOLFV010000002.1	Candidatus Pelagibacterales bacterium	2026776	SAMN29372720	124294		
JAOLGF010000031.1	Porticoccaceae bacterium	2026782	SAMN29372709	16878		
JAOMAJ010000001.1	Pelagibacteraceae bacterium	2026775	SAMN29371261	176993		
JAOLXO010000002.1	Alphaproteobacteria bacterium	1913988	SAMN29371339	176186		
JAOMCO010000004.1	Candidatus Thioglobus sp.	2026721	SAMN29371203	81799		
JAOMEO010000001.1	Candidatus Thioglobus sp.	2026721	SAMN29371145	208535		
JAOKYO010000004.1	Candidatus Pelagibacter sp.	2024849	SAMN29372925	19758		
JAOMLG010000010.1	Alphaproteobacteria bacterium	1913988	SAMN29366433	44142		
JAOMSO010000001.1	Candidatus Pelagibacter ubique	198252	SAMN29366237	238522		
JAOMVM010000004.1	Alphaproteobacteria bacterium	1913988	SAMN29366153	58473		
JAOMRB010000012.1	Candidatus Thioglobus sp.	2026721	SAMN29366278	13974		
JAOMSL010000005.1	Luminiphilus sp.	2590574	SAMN29366240	73902		
JAOMZE010000001.1	Alphaproteobacteria bacterium	1913988	SAMN29367220	103828		
JAONGD010000024.1	Alphaproteobacteria bacterium	1913988	SAMN29367027	19400		
JAONIT010000028.1	Alphaproteobacteria bacterium	1913988	SAMN29366955	12521		
JAONKH010000008.1	Alphaproteobacteria bacterium	1913988	SAMN29366913	52370		
JAONLL010000007.1	Porticoccaceae bacterium	2026782	SAMN29366881	78034		
JAOEKN010000001.1	Candidatus Pelagibacterales bacterium	2026776	SAMN29270088	268483		
JAOEUK010000003.1	Candidatus Puniceispirillum sp.	2026719	SAMN29269811	219123		
JAOEVD010000004.1	Candidatus Puniceispirillum sp.	2026719	SAMN29269790	132523		
JAOEOJ010000010.1	Ascidiaceihabitans sp.	1872644	SAMN29269982	20638		
JAOOBZ010000010.1	SAR116 cluster bacterium	2024888	SAMN29374862	30674		
JAOOCK010000006.1	Candidatus Pelagibacter sp.	2024849	SAMN29374851	58546		
JAOOKQ010000004.1	Pelagibacteraceae bacterium	2026775	SAMN29374626	62165		
JAOOLJ010000001.1	Alphaproteobacteria bacterium	1913988	SAMN29374607	45287		
JAOOMH010000002.1	Pelagibacteraceae bacterium	2026775	SAMN29374583	121475		
JAOOMK010000002.1	Alphaproteobacteria bacterium	1913988	SAMN29374580	48185		
JAOOMP010000015.1	Alphaproteobacteria bacterium	1913988	SAMN29374575	24794		
JAOOOA010000010.1	Pelagibacteraceae bacterium	2026775	SAMN29374538	21870		
JAOOOB010000002.1	Alphaproteobacteria bacterium	1913988	SAMN29374537	30588		
JAONRB010000031.1	Porticoccaceae bacterium	2026782	SAMN29365179	10932		
JAONRY010000002.1	Alphaproteobacteria bacterium	1913988	SAMN29365155	122894		
JAONZK010000002.1	Candidatus Thioglobus sp.	2026721	SAMN29364932	138078		
JAOOAG010000002.1	Candidatus Pelagibacter ubique	198252	SAMN29364909	167683		
JAOOAQ010000003.1	Candidatus Pelagibacter sp.	2024849	SAMN29364898	80817		
JAQRMV010000009.1	Gammaproteobacteria bacterium	1913989	SAMN33052361	43877		
JAPKEL010000053.1	Woeseiaceae bacterium	2026806	SAMN31464334	7966		
JAPKEJ010000007.1	Porticoccaceae bacterium	2026782	SAMN31464332	66570		
JAPKEH010000101.1	Woeseiaceae bacterium	2026806	SAMN31464330	12999		
JAPKEC010000057.1	Porticoccaceae bacterium	2026782	SAMN31464325	16049		
JAPKDY010000016.1	Porticoccaceae bacterium	2026782	SAMN31464321	36298		
JAPKCN010000011.1	Porticoccaceae bacterium	2026782	SAMN31464284	17942		
JAPKCD010000009.1	Porticoccaceae bacterium	2026782	SAMN31464274	51143		
JAPKAG010000305.1	Paraburkholderia fungorum	134537	SAMN31464225	11248		
ABKTIF010000001.1	Vibrio parahaemolyticus	670	SAMN33426068	1311718		
JAGWQQ010000324.1	Betaproteobacteria bacterium	1891241	SAMN16745217	9174		
JAPKBF010000060.1	Paracoccaceae bacterium	1904441	SAMN31464250	16393		
DANSAT010000003.1	Vibrio campbellii	680	SAMN30942385	389819		
ABKWOD010000002.1	Vibrio metschnikovii	28172	SAMN28101187	373947		
ABKWPT010000001.1	Vibrio harveyi	669	SAMN30561470	620588		
DANSBO010000031.1	Vibrio harveyi	669	SAMN06921142	38310		
DANSCA010000002.1	Vibrio harveyi	669	SAMN12989536	510192		
ABKWQH010000029.1	Vibrio harveyi	669	SAMN18065253	67022		
DANSCE010000003.1	Vibrio campbellii	680	SAMN17808218	492056		
DANSCG010000002.1	Vibrio campbellii	680	SAMN17808305	583863		
DANSCH010000002.1	Vibrio campbellii	680	SAMN17808304	444710		
CP119325.1	Candidatus Pseudomonas phytovorans	3121377	SAMN33481883	6226488	GCF_029202525.1	ASM2920252v1
JARGOC010000012.1	Roseovarius sp.	1486281	SAMN33612166	116463		
JARGOF010000008.1	Rhizobiaceae bacterium	1913961	SAMN33612169	179401		
JARGPE010000081.1	Alphaproteobacteria bacterium	1913988	SAMN33612194	16972		
JARGOX010000012.1	Rhizobiaceae bacterium	1913961	SAMN33612187	188992		
JAQWGJ010000054.1	Porticoccaceae bacterium	2026782	SAMN32744202	16859		
JAQWFX010000331.1	Paracoccaceae bacterium	1904441	SAMN32744190	13055		
JARDZO010000039.1	Brevibacillus sp.	1882945	SAMN20393984	29193		
JAQWUP010000045.1	Porticoccaceae bacterium	2026782	SAMN32744572	42160		
JAQWUM010000202.1	Alphaproteobacteria bacterium	1913988	SAMN32744569	4505		
JAQWTH010000008.1	Candidatus Pelagibacterales bacterium	2026776	SAMN32744538	96323		
JAQWPC010000058.1	Alphaproteobacteria bacterium	1913988	SAMN32744429	6296		
JAQWOL010000339.1	Porticoccaceae bacterium	2026782	SAMN32744412	17925		
JAQWLJ010000002.1	Acidimicrobiales bacterium	2201156	SAMN32744332	145661		
JAQWLF010000128.1	Candidatus Thioglobus sp.	2026721	SAMN32744328	12602		
JAQWLB010000002.1	Woeseiaceae bacterium	2026806	SAMN32744324	83162		
JAQWKV010000074.1	Yoonia sp.	2212373	SAMN32744318	19697		
JAQWKI010000006.1	Luminiphilus sp.	2590574	SAMN32744305	13564		
JAQWHL010000103.1	Porticoccaceae bacterium	2026782	SAMN32744230	39142		
JAQXEN010000055.1	Porticoccaceae bacterium	2026782	SAMN32744830	46676		
JAQXCM010000244.1	Acidimicrobiales bacterium	2201156	SAMN32744777	7266		
JAQXBV010000091.1	Yoonia sp.	2212373	SAMN32744760	12079		
JAQXBF010000028.1	Porticoccaceae bacterium	2026782	SAMN32744744	56620		
JAQWYJ010000025.1	Porticoccaceae bacterium	2026782	SAMN32744670	8099		
JAQWYI010000070.1	Porticoccaceae bacterium	2026782	SAMN32744669	8647		
JAQWYA010000237.1	Pseudorhodobacter sp.	1934400	SAMN32744661	15252		
JAQWXL010000065.1	Paracoccaceae bacterium	1904441	SAMN32744646	8054		
JAQWWO010000159.1	Hellea sp.	2715692	SAMN32744623	7471		
JAQWWO010000140.1	Hellea sp.	2715692	SAMN32744623	14457		
JAQWNR010000008.1	Porticoccaceae bacterium	2026782	SAMN32744392	72113		
JAROYT010000006.1	Tritonibacter mobilis	379347	SAMN33866406	853803		
ABLONA010000010.1	Pseudomonas putida	303	SAMN26198701	169762		
JAOTZD010000019.1	Gammaproteobacteria bacterium	1913989	SAMN30442791	46003		
JAOTYD010000001.1	Gammaproteobacteria bacterium	1913989	SAMN30442765	354640		
JAOTXY010000090.1	Gammaproteobacteria bacterium	1913989	SAMN30442760	13411		
JAOTWN010000138.1	Rhodospirillales bacterium	2026786	SAMN30442723	9068		
JAOTVI010000060.1	Gammaproteobacteria bacterium	1913989	SAMN30442692	23391		
JAOUMG010000339.1	Paracoccaceae bacterium	1904441	SAMN30443132	3848		
JAOUJX010000052.1	Gammaproteobacteria bacterium	1913989	SAMN30443071	15035		
JASJCI010000058.1	Gammaproteobacteria bacterium	1913989	SAMN33830776	13838		
JANQAO010000003.1	Candidatus Doriopsillibacter californiensis	2970740	SAMN30074221	455906		
JALICV010000065.1	Loktanella sp.	1870901	SAMN26866949	93916		
JALIBA010000043.1	Paracoccaceae bacterium	1904441	SAMN26866902	80211		
JAUYKV010000045.1	Pseudomonas sp.	306	SAMN36729981	84269		
JANQXQ010000322.1	Alphaproteobacteria bacterium	1913988	SAMN29881352	11909		
JASLYC010000084.1	Gammaproteobacteria bacterium	1913989	SAMN34270602	74730		
JASLVN010000013.1	Alphaproteobacteria bacterium	1913988	SAMN34270535	10257		
JASMLZ010000022.1	Gammaproteobacteria bacterium	1913989	SAMN34270416	78081		
JAVLBY010000009.1	Spiribacter sp.	1930901	SAMN37160379	60188		
JAVLBW010000005.1	Spiribacter sp.	1930901	SAMN37160377	154174		
DAPVIW010000001.1	Vibrio harveyi	669	SAMN35812695	758258		
DAPWKO010000003.1	Vibrio harveyi	669	SAMN34066146	452054		
JAVVFB010000108.1	Roseovarius sp.	1486281	SAMN37487602	10774		
ABOURZ010000073.1	Vibrio harveyi	669	SAMN35089541	13756		
JAWWBM010000001.1	Gammaproteobacteria bacterium	1913989	SAMN37905574	39092		
JAWWAT010000131.1	Marinobacter sp.	50741	SAMN37905555	8360		
JAWWAE010000008.1	Halofilum sp. (in: g-proteobacteria)	1929136	SAMN37905540	28631		
JASJHL010000408.1	Colwellia sp.	56799	SAMN32784286	18490		
JAXHNC010000018.1	Halofilum sp. (in: g-proteobacteria)	1929136	SAMN38083184	105819		
JAXHNC010000001.1	Halofilum sp. (in: g-proteobacteria)	1929136	SAMN38083184	429294		
DATFMF010000629.1	Gammaproteobacteria bacterium	1913989	SAMN37964357	22408		
DATFIT010000099.1	Roseovarius sp.	1486281	SAMN37964267	139158		
DATGHD010000191.1	Roseiarcus sp.	1969460	SAMN37965340	25252		
DATHZN010000075.1	Marinobacterium sp.	1902815	SAMN37935734	51627		
DATKWW010000157.1	Gammaproteobacteria bacterium	1913989	SAMN37938657	74900		
DATLIU010000309.1	Dongiaceae bacterium	3069224	SAMN37939556	9279		
DASSBF010000232.1	Dongiaceae bacterium	3069224	SAMN37963061	12605		
ABPWLB010000002.1	Vibrio parahaemolyticus	670	SAMN39484819	710678		
JAYXUM010000110.1	Pseudomonadota bacterium	1977087	SAMN39282373	30295		
JAZADV010000101.1	Pseudomonadota bacterium	1977087	SAMN39284126	3932		
JAYYPM010000075.1	Pseudomonadota bacterium	1977087	SAMN39282919	10933		
JAYYPG010000154.1	Pseudomonadota bacterium	1977087	SAMN39282913	4238		
JAYYOV010000017.1	Pseudomonadota bacterium	1977087	SAMN39282902	12321		
JAYYOF010000076.1	Pseudomonadota bacterium	1977087	SAMN39282886	13460		
JAYYOF010000006.1	Pseudomonadota bacterium	1977087	SAMN39282886	125120		
JAYZSV010000666.1	Pseudomonadota bacterium	1977087	SAMN39283839	5733		
JAYZRX010000585.1	Pseudomonadota bacterium	1977087	SAMN39283815	3948		
JAYZOE010000039.1	Pseudomonadota bacterium	1977087	SAMN39283718	20829		
JAYZUP010000059.1	Pseudomonadota bacterium	1977087	SAMN39283886	9435		
JAYYEA010000092.1	Pseudomonadota bacterium	1977087	SAMN39282621	21073		
JAYYDK010000049.1	Pseudomonadota bacterium	1977087	SAMN39282605	25946		
JAYYDK010000088.1	Pseudomonadota bacterium	1977087	SAMN39282605	5901		
DASXAU010000651.1	Dongiaceae bacterium	3069224	SAMN37959579	16971		
DATCZV010000271.1	Gammaproteobacteria bacterium	1913989	SAMN37962282	7684		
JBALWS010000056.1	Halopseudomonas sp.	2901191	SAMN39466490	27806		
JBALXR010000074.1	Marinobacter sp.	50741	SAMN39466515	16090		
JBALXO010000063.1	Cocleimonas sp.	2126031	SAMN39466512	23155		
JBALXD010000075.1	Sulfitobacter sp.	1903071	SAMN39466501	12597		
JBALXL010000010.1	Pseudomonadales bacterium	1891229	SAMN39466509	51620		
JBALVQ010000010.1	Amphritea sp.	1872502	SAMN39466462	86397		
JARRLS010000015.1	Woeseiaceae bacterium	2026806	SAMN33973511	101244		
JASJIR010000082.1	Porticoccaceae bacterium	2026782	SAMN32981161	11159		
JANZPS010000047.1	Psychrobacter sp.	56811	SAMN30343109	44620		
JAYNGO010000009.1	Alphaproteobacteria bacterium	1913988	SAMN37860381	28199		
JAYNHH010000031.1	Alphaproteobacteria bacterium	1913988	SAMN37860362	26338		
JAYNLD010000051.1	Alphaproteobacteria bacterium	1913988	SAMN37860262	11015		
JAYNLN010000161.1	Alphaproteobacteria bacterium	1913988	SAMN37860252	3685		
JAYNNB010000095.1	Luminiphilus sp.	2590574	SAMN37860212	6517		
JAYNNB010000099.1	Luminiphilus sp.	2590574	SAMN37860212	6227		
JAYNNI010000086.1	Rhodobiaceae bacterium	2026785	SAMN37860205	6874		
JAYNNW010000003.1	Rhodobiaceae bacterium	2026785	SAMN37860191	25218		
JAYNON010000142.1	Halieaceae bacterium	2026743	SAMN37860174	5934		
JAYNOV010000167.1	Luminiphilus sp.	2590574	SAMN37860166	4681		
JAYNQV010000020.1	Halieaceae bacterium	2026743	SAMN37860114	10387		
JAYNRR010000184.1	Halieaceae bacterium	2026743	SAMN37860092	4200		
JAYNRZ010000012.1	Alphaproteobacteria bacterium	1913988	SAMN37860084	28307		
JAYNTC010000038.1	Pelagibacteraceae bacterium	2026775	SAMN37860055	5699		
JAYNTY010000093.1	Alphaproteobacteria bacterium	1913988	SAMN37860033	4065		
JBCBLR010000062.1	Pseudomonadota bacterium	1977087	SAMN32762627	17021		
JBCBIW010000020.1	Pseudomonadota bacterium	1977087	SAMN32762554	6912		
JBCBHO010000001.1	Pseudomonadota bacterium	1977087	SAMN32762520	1082060		
JBCBET010000002.1	Pseudomonadota bacterium	1977087	SAMN32762447	483414		
JBCBCN010000003.1	Pseudomonadota bacterium	1977087	SAMN32762389	346483		
JBCBAT010000014.1	Pseudomonadota bacterium	1977087	SAMN32762343	89466		
JBCAZS010000084.1	Pseudomonadota bacterium	1977087	SAMN32762316	18480		
JBCAWT010000085.1	Pseudomonadota bacterium	1977087	SAMN32762239	10673		
JBCDLY010000006.1	Pseudomonadota bacterium	1977087	SAMN32767756	173895		
JBCDKN010000013.1	Pseudomonadota bacterium	1977087	SAMN32767719	93154		
JBCDKE010000028.1	Pseudomonadota bacterium	1977087	SAMN32767710	32704		
JBCDGV010000059.1	Pseudomonadota bacterium	1977087	SAMN32767623	5094		
JBCCNB010000021.1	Pseudomonadota bacterium	1977087	SAMN32766483	55094		
JBCCKT010000050.1	Pseudomonadota bacterium	1977087	SAMN32766423	15201		
JBCCIK010000080.1	Pseudomonadota bacterium	1977087	SAMN32766362	16106		
JBCCHU010000046.1	Pseudomonadota bacterium	1977087	SAMN32766346	5841		
JBCCHI010000102.1	Pseudomonadota bacterium	1977087	SAMN32766334	13929		
JBCCHK010000012.1	Pseudomonadota bacterium	1977087	SAMN32766336	62423		
JBCCHD010000004.1	Pseudomonadota bacterium	1977087	SAMN32766329	175482		
JBCCGL010000001.1	Pseudomonadota bacterium	1977087	SAMN32766311	513535		
JBCCGM010000066.1	Pseudomonadota bacterium	1977087	SAMN32766312	9425		
JBCCGG010000007.1	Pseudomonadota bacterium	1977087	SAMN32766306	173779		
JBCCGE010000059.1	Pseudomonadota bacterium	1977087	SAMN32766304	19102		
JBCCEY010000314.1	Pseudomonadota bacterium	1977087	SAMN32766272	4720		
JBCCDV010000012.1	Pseudomonadota bacterium	1977087	SAMN32766243	125077		
JBCCDT010000069.1	Pseudomonadota bacterium	1977087	SAMN32766241	21955		
JBCCFY010000013.1	Pseudomonadota bacterium	1977087	SAMN32766298	116147		
JBCCIP010000004.1	Pseudomonadota bacterium	1977087	SAMN32766367	215264		
JBCDDS010000154.1	Pseudomonadota bacterium	1977087	SAMN32767098	8154		
JBCDAS010000033.1	Pseudomonadota bacterium	1977087	SAMN32767020	19987		
JBCCYV010000108.1	Pseudomonadota bacterium	1977087	SAMN32766971	8661		
JBCCYS010000381.1	Pseudomonadota bacterium	1977087	SAMN32766968	4188		
JBCCWU010000002.1	Pseudomonadota bacterium	1977087	SAMN32766918	35384		
JBCCWP010000111.1	Pseudomonadota bacterium	1977087	SAMN32766913	12488		
JBCCVD010000010.1	Pseudomonadota bacterium	1977087	SAMN32766875	126299		
JBCCUU010000001.1	Pseudomonadota bacterium	1977087	SAMN32766866	525253		
JBCCUP010000033.1	Pseudomonadota bacterium	1977087	SAMN32766861	44589		
JBCCQR010000178.1	Pseudomonadota bacterium	1977087	SAMN32766759	4688		
JBDMYJ010000269.1	Octadecabacter sp.	1920174	SAMN38508415	9786		
JBCCAU010000003.1	Pseudomonadota bacterium	1977087	SAMN32763204	348789		
JBCBXR010000074.1	Pseudomonadota bacterium	1977087	SAMN32763123	14179		
JBCBXA010000020.1	Pseudomonadota bacterium	1977087	SAMN32763106	40759		
JBCBUG010000004.1	Pseudomonadota bacterium	1977087	SAMN32763034	313629		
JBCBUA010000059.1	Pseudomonadota bacterium	1977087	SAMN32763028	21743		
JBCBON010000065.1	Pseudomonadota bacterium	1977087	SAMN32762885	12177		
JBDOOG010000350.1	Candidatus Thioglobus sp.	2026721	SAMN39175765	33049		
JBDTAU010000007.1	Dermatophilaceae bacterium	2728912	SAMN37818991	8073		
JBDVGT010000007.1	Roseobacter sp.	1907202	SAMN39639506	5201		
JBDVEQ010000106.1	Paracoccaceae bacterium	1904441	SAMN39639451	190707		
JBDVEO010000033.1	Paracoccaceae bacterium	1904441	SAMN39639449	16319		
JBDVDS010000103.1	Paracoccaceae bacterium	1904441	SAMN39639427	5487		
JBDVJU010000007.1	Roseobacter sp.	1907202	SAMN39639585	5164		
JBDVJU010000046.1	Roseobacter sp.	1907202	SAMN39639585	50001		
JBDVWS010000024.1	Paracoccaceae bacterium	1904441	SAMN39639921	86322		
JBDVWL010000034.1	Roseobacter sp.	1907202	SAMN39639914	5313		
JBDVRR010000025.1	Paracoccaceae bacterium	1904441	SAMN39639790	464665		
JBDWON010000036.1	Pseudoruegeria sp.	1969728	SAMN39640384	154535		
JBDWOB010000028.1	Lentilitoribacter sp.	2021253	SAMN39640372	161567		
JBDWMO010000014.1	Lentilitoribacter sp.	2021253	SAMN39640333	473427		
JBDWLH010000004.1	Lentilitoribacter sp.	2021253	SAMN39640300	384343		
JBDWKA010000009.1	Sneathiella sp.	1964365	SAMN39640267	874072		
JBDWJI010000086.1	Stappiaceae bacterium	2952973	SAMN39640249	13425		
JBDWDN010000012.1	Hellea sp.	2715692	SAMN39640098	1261064		
JBDWAL010000017.1	Aliishimia sp.	2606843	SAMN39640018	262875		
JBDWAD010000017.1	Halioglobus sp.	2024834	SAMN39640010	387663		
JBDWQI010000205.1	Sulfitobacter sp.	1903071	SAMN39640431	701168		
JBDXHL010000061.1	Paracoccaceae bacterium	1904441	SAMN39640876	5313		
JBDXHL010000274.1	Paracoccaceae bacterium	1904441	SAMN39640876	16090		
JAVJPW010000008.1	Alphaproteobacteria bacterium	1913988	SAMN36814747	209474		
JAVJSY010000017.1	Kiloniellales bacterium	2478489	SAMN36815398	256405		
JAVKBW010000039.1	Alphaproteobacteria bacterium	1913988	SAMN36865126	535173		
JAZKBA010000018.1	Pseudomonadota bacterium	1977087	SAMN37732914	89618		
JBEVNS010000074.1	Pseudorhodoplanes sp.	1934341	SAMN41325138	12372		
JBEVFI010000208.1	Dongiaceae bacterium	3069224	SAMN41324920	7249		
JBFLWR010000391.1	Pseudomonadota bacterium	1977087	SAMN42145308	20059		
JBFOLN010000024.1	Ruegeria sp.	1879320	SAMN35715534	118233		
JBFOLR010000058.1	Ruegeria sp.	1879320	SAMN35715530	81461		
JBFOLS010000538.1	Leisingera sp.	1879318	SAMN35715529	38712		
JBFOME010000011.1	Paracoccaceae bacterium	1904441	SAMN35715517	497659		
JBFPJN010000002.1	Alphaproteobacteria bacterium LSUCC0719	3235147	SAMN42386553	535962		
JBBECG010000027.1	Roseovarius sp.	1486281	SAMN39963678	121255		
JBEDDB010000001.1	Pseudomonadota bacterium	1977087	SAMN37153950	18548		
CP166129.1	Alphaproteobacteria bacterium LSUCC0744	3235148	SAMN42386554	2635851	GCA_041228325.1	USC_LSUCC0744_1.0
