Protein	ncbi.taxid	Organism	Start	Stop	Strand	Nucleotide.Accession	Assembly	gene.length	protein.length	cluster.representative	query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	protein.function	distance.to.min
HIF62201.1	2024849	Candidatus Pelagibacter sp.	5047	5652	-	DUBR01000056.1	GCA_012960235.1	606	202	HIF62201.1	SPO3188	27.442	215	132	5	4	210	3	201	4.33e-22	99.4	dehydrogenase	0
HIF62202.1	2024849	Candidatus Pelagibacter sp.	5655	7283	-	DUBR01000056.1	GCA_012960235.1	1629	543	HIF62202.1	OBi1_02316	37.079	534	326	5	26	554	1	529	4.8e-119	374	hydroxylase	608
EEX09155.1	644107	Ruegeria lacuscaerulensis ITI-1157	1155330	1156775	-	GG704596.1	GCA_000161775.1	1446	482	EEX09155.1	OBi1_02319	62.633	471	176	0	18	488	7	477	0	609	aminoaldehyde dehydrogenase	977
EEX09154.1	644107	Ruegeria lacuscaerulensis ITI-1157	1154353	1155330	-	GG704596.1	GCA_000161775.1	978	326	EEX09154.1	OBi1_02318	60.883	317	122	2	6	321	1	316	2.63e-141	412	aminohydrolase	0
EEX09152.1	644107	Ruegeria lacuscaerulensis ITI-1157	1152045	1152674	-	GG704596.1	GCA_000161775.1	630	210	EEX09152.1	SPO3188	55.714	210	92	1	1	210	1	209	6.13e-57	189	dehydrogenase	2308
EEX09153.1	644107	Ruegeria lacuscaerulensis ITI-1157	1152671	1154353	-	GG704596.1	GCA_000161775.1	1683	561	EEX09153.1	OBi1_02316	42.403	566	314	5	12	573	2	559	4.4e-130	402	hydroxylase	1682
NIV18223.1	2026806	Woeseiaceae bacterium	29430	30875	-	JAABXX010000081.1	GCA_011776105.1	1446	482	NIS88634.1	OBi1_02319	64.179	469	168	0	17	485	9	477	0	645	aminoaldehyde dehydrogenase	3466
NIV18222.1	2026806	Woeseiaceae bacterium	28437	29420	-	JAABXX010000081.1	GCA_011776105.1	984	328	NIV18222.1	OBi1_02318	59.375	320	130	0	5	324	1	320	1.51e-142	416	aminohydrolase	2473
NIV18220.1	2026806	Woeseiaceae bacterium	25964	26680	-	JAABXX010000081.1	GCA_011776105.1	717	239	NIV18220.1	OBi1_02315	29.134	254	153	8	11	255	1	236	3.29e-10	69.7	dehydrogenase	0
NIV18221.1	2026806	Woeseiaceae bacterium	26721	28436	-	JAABXX010000081.1	GCA_011776105.1	1716	572	NIV18221.1	OBi1_02316	47.743	576	286	6	3	574	5	569	1.03e-177	525	hydroxylase	757
NIV18219.1	2026806	Woeseiaceae bacterium	24426	25964	-	JAABXX010000081.1	GCA_011776105.1	1539	513	NIS88630.1	OBi1_02317	52.058	486	226	3	34	517	26	506	5.21e-171	503	permease	1538
NCF52664.1	1913989	Gammaproteobacteria bacterium	14285	15730	-	JAACFB010000052.1	GCA_009937615.1	1446	482	NCF52664.1	OBi1_02319	64.819	469	165	0	17	485	9	477	0	649	aminoaldehyde dehydrogenase	2784
NCF52663.1	1913989	Gammaproteobacteria bacterium	13261	14244	-	JAACFB010000052.1	GCA_009937615.1	984	328	NCF52663.1	OBi1_02318	59.688	320	129	0	5	324	1	320	3.02e-145	422	aminohydrolase	1760
NCF52661.1	1913989	Gammaproteobacteria bacterium	10759	11571	-	JAACFB010000052.1	GCA_009937615.1	813	271	NCF52661.1	OBi1_02315	25.66	265	169	6	1	255	23	269	2.16e-11	73.6	dehydrogenase	742
NCF52662.1	1913989	Gammaproteobacteria bacterium	11501	13198	-	JAACFB010000052.1	GCA_009937615.1	1698	566	NCF52662.1	OBi1_02316	48.294	557	280	5	19	573	1	551	4.66e-175	518	hydroxylase	0
NCF52660.1	1913989	Gammaproteobacteria bacterium	9175	10638	-	JAACFB010000052.1	GCA_009937615.1	1464	488	NCF52660.1	OBi1_02317	53.196	485	224	1	36	520	1	482	2.22e-177	518	permease	2326
MCP4207951.1	1954381	Shimia sp.	7431	8831	-	JAAENN010000234.1	GCA_024224295.1	1401	467	WP_039019875.1	OBi1_02319	61.146	471	183	0	18	488	9	479	0	608	aminoaldehyde dehydrogenase	2684
MCP4207950.1	1954381	Shimia sp.	6445	7419	-	JAAENN010000234.1	GCA_024224295.1	975	325	WP_228848081.1	OBi1_02318	61.538	312	120	0	6	317	1	312	1.7e-143	418	aminohydrolase	1698
MCP4207948.1	1954381	Shimia sp.	4109	4750	-	JAAENN010000234.1	GCA_024224295.1	642	214	WP_294227999.1	SPO3188	51.643	213	100	2	1	210	1	213	2.19e-47	164	dehydrogenase	638
MCP4207949.1	1954381	Shimia sp.	4747	6441	-	JAAENN010000234.1	GCA_024224295.1	1695	565	WP_299428734.1	OBi1_02316	40.845	568	320	6	11	572	3	560	1.02e-119	376	hydroxylase	0
MCP4328585.1	1913988	Alphaproteobacteria bacterium	12978	14429	-	JAAEOK010000053.1	GCA_024244705.1	1452	484	MCP4328585.1	OBi1_02319	66.949	472	156	0	17	488	8	479	0	640	aminoaldehyde dehydrogenase	4465
MCP4328584.1	1913988	Alphaproteobacteria bacterium	11950	12981	-	JAAEOK010000053.1	GCA_024244705.1	1032	344	MCP4328584.1	OBi1_02318	60.185	324	129	0	6	329	12	335	9.79e-147	427	aminohydrolase	3437
MCP4328582.1	1913988	Alphaproteobacteria bacterium	7854	8516	-	JAAEOK010000053.1	GCA_024244705.1	663	221	MCP4328582.1	SPO3188	42.342	222	113	5	1	210	2	220	4.18e-35	133	dehydrogenase	659
MCP4328583.1	1913988	Alphaproteobacteria bacterium	8513	10180	-	JAAEOK010000053.1	GCA_024244705.1	1668	556	MCP4328583.1	OBi1_02316	42.679	560	309	6	17	572	1	552	9.22e-138	422	hydroxylase	0
MCP4283774.1	1913989	Gammaproteobacteria bacterium	1	1378	+	JAAEOL010000263.1	GCA_024223095.1	1378	459.333333333333	MCP4283774.1	OBi1_02319	64.176	455	162	1	34	488	1	454	0	598	aminoaldehyde dehydrogenase	1383
MCP4283775.1	1913989	Gammaproteobacteria bacterium	1384	2406	+	JAAEOL010000263.1	GCA_024223095.1	1023	341	MCP4283775.1	OBi1_02318	59.621	317	128	0	8	324	7	323	3.58e-143	417	aminohydrolase	0
MCP4283777.1	1913989	Gammaproteobacteria bacterium	4278	4922	+	JAAEOL010000263.1	GCA_024223095.1	645	215	MCP4283777.1	SPO3188	41.86	215	119	3	1	210	1	214	2.2e-34	131	dehydrogenase	2894
MCP4283776.1	1913989	Gammaproteobacteria bacterium	2584	4281	+	JAAEOL010000263.1	GCA_024223095.1	1698	566	MCP4283776.1	OBi1_02316	41.021	568	317	6	10	570	2	558	1.06e-125	391	hydroxylase	1200
MCP5075124.1	1904441	Paracoccaceae bacterium	10212	11663	-	JAAEUD010000454.1	GCA_024227655.1	1452	484	MCP5075124.1	OBi1_02319	61.834	469	179	0	18	486	9	477	0	615	aminoaldehyde dehydrogenase	2695
MCP5075123.1	1904441	Paracoccaceae bacterium	9217	10212	-	JAAEUD010000454.1	GCA_024227655.1	996	332	MCP5075123.1	OBi1_02318	57.413	317	133	2	6	321	1	316	1.24e-132	390	aminohydrolase	1700
MCP5075121.1	1904441	Paracoccaceae bacterium	6873	7520	-	JAAEUD010000454.1	GCA_024227655.1	648	216	MCP5075121.1	SPO3188	46.569	204	104	3	1	199	1	204	6.77e-43	153	dehydrogenase	644
MCP5075122.1	1904441	Paracoccaceae bacterium	7517	9220	-	JAAEUD010000454.1	GCA_024227655.1	1704	568	MCP5075122.1	OBi1_02316	40.806	571	314	8	11	570	3	560	2.74e-124	388	hydroxylase	0
MBR9881304.1	1913989	Gammaproteobacteria bacterium	4664	6109	+	JAAEYT010000023.1	GCA_018223235.1	1446	482	WP_045993661.1	OBi1_02319	82.917	480	82	0	9	488	2	481	0	833	aminoaldehyde dehydrogenase	1469
MBR9881305.1	1913989	Gammaproteobacteria bacterium	6133	7125	+	JAAEYT010000023.1	GCA_018223235.1	993	331	WP_204248966.1	OBi1_02318	89.426	331	35	0	1	331	1	331	0	620	aminohydrolase	0
MBR9881308.1	1913989	Gammaproteobacteria bacterium	10737	11552	+	JAAEYT010000023.1	GCA_018223235.1	816	272	WP_045993663.1	OBi1_02315	81.919	271	40	1	1	262	1	271	4.46e-158	449	dehydrogenase	4604
MBR9881307.1	1913989	Gammaproteobacteria bacterium	9025	10740	+	JAAEYT010000023.1	GCA_018223235.1	1716	572	WP_240184251.1	OBi1_02316	78.644	590	125	1	1	589	1	590	0	943	hydroxylase	2892
MBR9866564.1	1914300	Oceanospirillales bacterium	48738	49121	+	JAAEYU010000005.1	GCA_018223265.1	384	128	WP_138986025.1	OBi1_02314	64.706	119	42	0	5	123	6	124	3.15e-49	163	RidA	4306
MBR9866561.1	1914300	Oceanospirillales bacterium	44432	45877	+	JAAEYU010000005.1	GCA_018223265.1	1446	482	WP_138986028.1	OBi1_02319	70.613	473	138	1	17	488	9	481	0	698	aminoaldehyde dehydrogenase	0
MBR9866562.1	1914300	Oceanospirillales bacterium	45935	46909	+	JAAEYU010000005.1	GCA_018223265.1	975	325	WP_175483559.1	OBi1_02318	71.429	322	92	0	1	322	1	322	1.28e-178	507	aminohydrolase	1503
MBR9866558.1	1914300	Oceanospirillales bacterium	40517	41266	-	JAAEYU010000005.1	GCA_018223265.1	750	250	WP_205209871.1	OBi1_02315	29.412	255	172	2	1	255	1	247	8.16e-35	135	dehydrogenase	3915
MBR9866559.1	1914300	Oceanospirillales bacterium	41266	42987	-	JAAEYU010000005.1	GCA_018223265.1	1722	574	WP_205214041.1	OBi1_02316	49.02	561	272	5	17	573	17	567	1.08e-178	527	hydroxylase	3166
MBR9866563.1	1914300	Oceanospirillales bacterium	47010	48590	+	JAAEYU010000005.1	GCA_018223265.1	1581	527	WP_217647455.1	OBi1_02317	57.315	499	209	2	25	522	11	506	0	548	permease	2578
MBR9872631.1	1889773	Vibrionaceae bacterium	6969	7367	-	JAAEYZ010000001.1	GCA_018223135.1	399	133	WP_077649249.1	OBi1_02314	70.833	120	35	0	3	122	8	127	9.34e-56	180	RidA	4308
MBR9872630.1	1889773	Vibrionaceae bacterium	5433	6893	-	JAAEYZ010000001.1	GCA_018223135.1	1461	487	WP_005375790.1	OBi1_02319	64.979	474	166	0	12	485	9	482	0	659	aminoaldehyde dehydrogenase	2772
MBR9872629.1	1889773	Vibrionaceae bacterium	4374	5363	-	JAAEYZ010000001.1	GCA_018223135.1	990	330	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	1713
MBR9872626.1	1889773	Vibrionaceae bacterium	89	826	-	JAAEYZ010000001.1	GCA_018223135.1	738	246	WP_020335999.1	OBi1_02315	25.856	263	164	5	1	255	1	240	1.36e-07	62.4	dehydrogenase	2572
MBR9872627.1	1889773	Vibrionaceae bacterium	823	2559	-	JAAEYZ010000001.1	GCA_018223135.1	1737	579	WP_226420778.1	OBi1_02316	46.809	564	290	5	12	574	6	560	3.67e-175	518	hydroxylase	1838
MBR9872628.1	1889773	Vibrionaceae bacterium	2661	4262	-	JAAEYZ010000001.1	GCA_018223135.1	1602	534	WP_172563867.1	OBi1_02317	49.038	520	259	3	3	522	20	533	6.39e-167	493	permease	0
NNF70734.1	1904441	Paracoccaceae bacterium	50044	51495	+	JABDIX010000021.1	GCA_013003505.1	1452	484	NNF70734.1	OBi1_02319	61.834	469	179	0	18	486	9	477	0	604	aminoaldehyde dehydrogenase	1451
NNF70735.1	1904441	Paracoccaceae bacterium	51495	52472	+	JABDIX010000021.1	GCA_013003505.1	978	326	NNF70735.1	OBi1_02318	60.692	318	123	2	6	322	1	317	5.95e-142	414	aminohydrolase	0
NNF70737.1	1904441	Paracoccaceae bacterium	54173	54829	+	JABDIX010000021.1	GCA_013003505.1	657	219	NNF70737.1	SPO3188	44.796	221	108	4	1	210	1	218	2.25e-42	152	dehydrogenase	2678
NNF70736.1	1904441	Paracoccaceae bacterium	52473	54176	+	JABDIX010000021.1	GCA_013003505.1	1704	568	NNF70736.1	OBi1_02316	40.957	564	321	5	11	570	5	560	8.59e-122	381	hydroxylase	978
NNE57989.1	2715692	Hellea sp.	137177	138613	-	JABDKG010000053.1	GCA_013002305.1	1437	479	NNE57989.1	OBi1_02319	52.778	468	218	3	18	485	10	474	2.2e-172	503	aminoaldehyde dehydrogenase	2663
NNE57988.1	2715692	Hellea sp.	136199	137173	-	JABDKG010000053.1	GCA_013002305.1	975	325	NNE57988.1	OBi1_02318	60.377	318	126	0	5	322	1	318	8.07e-144	419	aminohydrolase	1685
NNE57986.1	2715692	Hellea sp.	133775	134521	-	JABDKG010000053.1	GCA_013002305.1	747	249	NNE57986.1	OBi1_02315	26.766	269	159	11	1	256	5	248	3.19e-09	67.4	dehydrogenase	739
NNE57987.1	2715692	Hellea sp.	134514	136202	-	JABDKG010000053.1	GCA_013002305.1	1689	563	NNE57987.1	OBi1_02316	45.745	564	297	4	10	571	1	557	6.47e-170	504	hydroxylase	0
NNC76850.1	2026806	Woeseiaceae bacterium	14602	16047	+	JABDLX010000072.1	GCA_013001845.1	1446	482	NNC76850.1	OBi1_02319	63.326	469	172	0	17	485	9	477	0	636	aminoaldehyde dehydrogenase	4186
NNC76851.1	2026806	Woeseiaceae bacterium	16066	17058	+	JABDLX010000072.1	GCA_013001845.1	993	331	NNC76851.1	OBi1_02318	57.994	319	134	0	6	324	8	326	8.89e-140	409	aminohydrolase	2722
NNC76853.1	2026806	Woeseiaceae bacterium	18788	19540	+	JABDLX010000072.1	GCA_013001845.1	753	251	NNC76853.1	OBi1_02315	23.954	263	175	6	1	255	4	249	1.97e-08	65.1	dehydrogenase	0
NNC76852.1	2026806	Woeseiaceae bacterium	17071	18801	+	JABDLX010000072.1	GCA_013001845.1	1731	577	NNC76852.1	OBi1_02316	48.301	559	280	4	17	573	17	568	0	534	hydroxylase	1717
NNC76854.1	2026806	Woeseiaceae bacterium	19537	21081	+	JABDLX010000072.1	GCA_013001845.1	1545	515	NNC76854.1	OBi1_02317	53.512	484	222	1	34	517	29	509	6.6e-168	495	permease	749
NND00444.1	1913989	Gammaproteobacteria bacterium	5582	7033	-	JABDMF010000396.1	GCA_013001565.1	1452	484	NND00444.1	OBi1_02319	59.916	479	192	0	9	487	3	481	0	608	aminoaldehyde dehydrogenase	2821
NND00443.1	1913989	Gammaproteobacteria bacterium	4524	5513	-	JABDMF010000396.1	GCA_013001565.1	990	330	NND00443.1	OBi1_02318	55.247	324	145	0	1	324	1	324	7.3e-137	401	aminohydrolase	1763
NND00441.1	1913989	Gammaproteobacteria bacterium	2003	2761	-	JABDMF010000396.1	GCA_013001565.1	759	253	NND00441.1	OBi1_02315	26.966	267	169	5	1	256	1	252	1.29e-12	76.6	dehydrogenase	758
NND00442.1	1913989	Gammaproteobacteria bacterium	2761	4470	-	JABDMF010000396.1	GCA_013001565.1	1710	570	NND00442.1	OBi1_02316	48.043	562	284	4	14	572	3	559	0	538	hydroxylase	0
NNL17272.1	1886600	Boseongicola sp.	1	483	+	JABDPD010000037.1	GCA_013042895.1	483	161	NNL17272.1	SPO3191	84.375	160	25	0	324	483	1	160	4.76e-92	286	aminoaldehyde dehydrogenase	479
NNL17273.1	1886600	Boseongicola sp.	480	1469	+	JABDPD010000037.1	GCA_013042895.1	990	330	NNL17273.1	OBi1_02318	57.321	321	137	0	8	328	5	325	6.74e-135	396	aminohydrolase	0
NNL17275.1	1886600	Boseongicola sp.	3182	3766	+	JABDPD010000037.1	GCA_013042895.1	585	195	NNL17275.1	SPO3188	38.318	214	102	8	3	210	5	194	6.13e-25	106	dehydrogenase	2702
NNL17274.1	1886600	Boseongicola sp.	1542	3185	+	JABDPD010000037.1	GCA_013042895.1	1644	548	MBT8458137.1	OBi1_02316	41.894	549	306	5	26	570	1	540	2.81e-127	395	hydroxylase	1062
MBT3619209.1	2026782	Porticoccaceae bacterium	9967	11412	+	JABGVV010000045.1	GCA_018645905.1	1446	482	MBT3619209.1	OBi1_02319	62.633	471	176	0	17	487	9	479	0	628	aminoaldehyde dehydrogenase	1478
MBT3619210.1	2026782	Porticoccaceae bacterium	11445	12443	+	JABGVV010000045.1	GCA_018645905.1	999	333	MBT3619210.1	OBi1_02318	58.896	326	134	0	1	326	1	326	1.04e-146	426	aminohydrolase	0
MBT3619212.1	2026782	Porticoccaceae bacterium	14317	15048	+	JABGVV010000045.1	GCA_018645905.1	732	244	MBT3619212.1	OBi1_02315	31.154	260	156	6	1	255	1	242	5.84e-28	117	dehydrogenase	2872
MBT3619211.1	2026782	Porticoccaceae bacterium	12566	14311	+	JABGVV010000045.1	GCA_018645905.1	1746	582	MBT3619211.1	OBi1_02316	45.804	572	297	4	12	575	12	578	1.32e-168	502	hydroxylase	1121
MBT7276606.1	2026806	Woeseiaceae bacterium	19758	21200	-	JABHJU010000262.1	GCA_018692145.1	1443	481	MBT7276606.1	OBi1_02319	54.393	478	218	0	11	488	3	480	0	565	aminoaldehyde dehydrogenase	2768
MBT7276605.1	2026806	Woeseiaceae bacterium	18716	19723	-	JABHJU010000262.1	GCA_018692145.1	1008	336	MBT7276605.1	OBi1_02318	54.969	322	145	0	5	326	6	327	1.41e-135	398	aminohydrolase	1726
MBT7276603.1	2026806	Woeseiaceae bacterium	16245	17003	-	JABHJU010000262.1	GCA_018692145.1	759	253	MDG1713472.1	OBi1_02315	23.019	265	167	8	6	255	5	247	1.9e-05	56.6	dehydrogenase	745
MBT7276604.1	2026806	Woeseiaceae bacterium	16990	18723	-	JABHJU010000262.1	GCA_018692145.1	1734	578	MDG1864446.1	OBi1_02316	44.092	567	310	3	19	583	15	576	2.13e-168	501	hydroxylase	0
MBT7276602.1	2026806	Woeseiaceae bacterium	14464	16092	-	JABHJU010000262.1	GCA_018692145.1	1629	543	MAD28048.1	OBi1_02317	28.025	471	301	14	60	502	23	483	2.24e-42	169	permease	2526
MBT3777848.1	2026775	Pelagibacteraceae bacterium	11425	12858	-	JABIKP010000121.1	GCA_018654915.1	1434	478	MBT3777848.1	OBi1_02319	35.095	473	299	6	17	486	7	474	4.38e-80	267	aminoaldehyde dehydrogenase	9444
MBT3777841.1	2026775	Pelagibacteraceae bacterium	3713	4690	+	JABIKP010000121.1	GCA_018654915.1	978	326	MBT6353707.1	OBi1_02318	45.171	321	176	0	1	321	1	321	2.36e-109	331	aminohydrolase	1732
MBT3777839.1	2026775	Pelagibacteraceae bacterium	1300	1977	-	JABIKP010000121.1	GCA_018654915.1	678	226	MBT3777839.1	SPO3188	23.581	229	143	5	1	205	1	221	9.91e-07	58.9	dehydrogenase	681
MBT3777840.1	2026775	Pelagibacteraceae bacterium	1981	3639	-	JABIKP010000121.1	GCA_018654915.1	1659	553	MBT3777840.1	OBi1_02316	40.073	549	318	3	24	569	5	545	8.47e-155	466	hydroxylase	0
MBT6105296.1	2026782	Porticoccaceae bacterium	11842	13287	+	JABIRN010000040.1	GCA_018699695.1	1446	482	MBT4831796.1	OBi1_02319	62.658	474	177	0	14	487	6	479	0	617	aminoaldehyde dehydrogenase	2655
MBT6105297.1	2026782	Porticoccaceae bacterium	13320	14318	+	JABIRN010000040.1	GCA_018699695.1	999	333	MBT4831797.1	OBi1_02318	59.877	324	130	0	1	324	1	324	1.74e-150	436	aminohydrolase	1177
MBT6105299.1	2026782	Porticoccaceae bacterium	16267	16998	+	JABIRN010000040.1	GCA_018699695.1	732	244	MBT6319640.1	OBi1_02315	31.25	256	161	4	1	255	1	242	1.04e-26	114	dehydrogenase	1770
MBT6105298.1	2026782	Porticoccaceae bacterium	14497	16263	+	JABIRN010000040.1	GCA_018699695.1	1767	589	MBT6105298.1	OBi1_02316	46.088	588	300	5	4	581	6	586	2.85e-174	516	hydroxylase	0
MBT6105304.1	2026782	Porticoccaceae bacterium	21420	22937	-	JABIRN010000040.1	GCA_018699695.1	1518	506	MBT6105304.1	OBi1_02317	32.033	487	304	12	62	537	35	505	1.32e-57	210	permease	6923
MBT5387683.1	2026782	Porticoccaceae bacterium	8497	9942	-	JABJEX010000019.1	GCA_018663035.1	1446	482	MBT4831796.1	OBi1_02319	62.658	474	177	0	14	487	6	479	0	617	aminoaldehyde dehydrogenase	2919
MBT5387682.1	2026782	Porticoccaceae bacterium	7483	8475	-	JABJEX010000019.1	GCA_018663035.1	993	331	MBT4831797.1	OBi1_02318	59.877	324	130	0	1	324	1	324	1.74e-150	436	aminohydrolase	1905
MBT5387680.1	2026782	Porticoccaceae bacterium	4841	5572	-	JABJEX010000019.1	GCA_018663035.1	732	244	MBT5387680.1	OBi1_02315	32.955	264	146	7	1	255	1	242	8.76e-25	109	dehydrogenase	737
MBT5387681.1	2026782	Porticoccaceae bacterium	5578	7332	-	JABJEX010000019.1	GCA_018663035.1	1755	585	MBT5577576.1	OBi1_02316	46.701	576	290	6	8	573	10	578	3.25e-167	498	hydroxylase	0
MBT5218928.1	1980636	Woeseia sp.	8714	10153	-	JABJIY010000190.1	GCA_018661165.1	1440	480	MBT5218928.1	OBi1_02319	59.322	472	191	1	17	488	9	479	0	583	aminoaldehyde dehydrogenase	2844
MBT5218927.1	1980636	Woeseia sp.	7617	8663	-	JABJIY010000190.1	GCA_018661165.1	1047	349	MBT5218927.1	OBi1_02318	56.656	323	140	0	6	328	11	333	6.1e-136	399	aminohydrolase	1747
MBT5218925.1	1980636	Woeseia sp.	5134	5901	-	JABJIY010000190.1	GCA_018661165.1	768	256	MBT5218925.1	OBi1_02315	24.71	259	177	6	1	255	10	254	1.48e-11	73.9	dehydrogenase	736
MBT5218926.1	1980636	Woeseia sp.	5870	7588	-	JABJIY010000190.1	GCA_018661165.1	1719	573	MBT5218926.1	OBi1_02316	47.764	559	285	3	17	573	8	561	4.04e-180	531	hydroxylase	0
MBT4831796.1	2026782	Porticoccaceae bacterium	10570	12015	+	JABJOY010000003.1	GCA_018664075.1	1446	482	MBT4831796.1	OBi1_02319	62.658	474	177	0	14	487	6	479	0	617	aminoaldehyde dehydrogenase	2701
MBT4831797.1	2026782	Porticoccaceae bacterium	12036	13034	+	JABJOY010000003.1	GCA_018664075.1	999	333	MBT4831797.1	OBi1_02318	59.877	324	130	0	1	324	1	324	1.74e-150	436	aminohydrolase	1235
MBT4831799.1	2026782	Porticoccaceae bacterium	14985	15716	+	JABJOY010000003.1	GCA_018664075.1	732	244	MBT4831799.1	OBi1_02315	26.923	260	167	5	1	255	1	242	2.94e-19	94.7	dehydrogenase	1714
MBT4831798.1	2026782	Porticoccaceae bacterium	13271	14980	+	JABJOY010000003.1	GCA_018664075.1	1710	570	MBT4831798.1	OBi1_02316	45.87	569	295	6	19	579	1	564	2.5e-168	501	hydroxylase	0
MBT4831804.1	2026782	Porticoccaceae bacterium	20158	21714	-	JABJOY010000003.1	GCA_018664075.1	1557	519	MBT4831804.1	OBi1_02317	30.103	485	328	7	25	503	13	492	3.83e-55	204	permease	6887
NRA70820.1	1913989	Gammaproteobacteria bacterium	11882	13324	-	JABSRU010000017.1	GCA_013214965.1	1443	481	WP_201349201.1	OBi1_02319	72.304	473	130	1	17	488	9	481	0	699	aminoaldehyde dehydrogenase	0
NRA70819.1	1913989	Gammaproteobacteria bacterium	10858	11856	-	JABSRU010000017.1	GCA_013214965.1	999	333	NRA70819.1	OBi1_02318	69.753	324	98	0	1	324	1	324	8.18e-177	503	aminohydrolase	1024
NRA70823.1	1913989	Gammaproteobacteria bacterium	16208	16945	+	JABSRU010000017.1	GCA_013214965.1	738	246	NRA70823.1	OBi1_02315	31.373	255	163	3	1	255	1	243	4.66e-38	144	dehydrogenase	4326
NRA70822.1	1913989	Gammaproteobacteria bacterium	14472	16193	+	JABSRU010000017.1	GCA_013214965.1	1722	574	NRA70822.1	OBi1_02316	46.786	560	288	4	19	576	19	570	1.87e-174	516	hydroxylase	2590
NRA70818.1	1913989	Gammaproteobacteria bacterium	9208	10773	-	JABSRU010000017.1	GCA_013214965.1	1566	522	NRA70818.1	OBi1_02317	56.107	524	225	3	1	522	1	521	0	563	permease	2674
NRA60938.1	1971899	Psychrobium sp.	14202	14408	+	JABSRV010000083.1	GCA_013214905.1	207	69	NRA60938.1	OBi1_02314	67.742	62	20	0	1	62	1	62	2.82e-21	90.5	RidA	4232
NRA60935.1	1971899	Psychrobium sp.	9970	11412	+	JABSRV010000083.1	GCA_013214905.1	1443	481	WP_058374533.1	OBi1_02319	70.975	472	137	0	17	488	10	481	0	707	aminoaldehyde dehydrogenase	0
NRA60936.1	1971899	Psychrobium sp.	11426	12418	+	JABSRV010000083.1	GCA_013214905.1	993	331	NRA60936.1	OBi1_02318	68.182	330	105	0	1	330	1	330	1.54e-174	496	aminohydrolase	1456
NRA60932.1	1971899	Psychrobium sp.	6292	7032	-	JABSRV010000083.1	GCA_013214905.1	741	247	NRA60932.1	OBi1_02315	27.451	255	174	2	1	255	1	244	1.36e-31	127	dehydrogenase	3678
NRA60933.1	1971899	Psychrobium sp.	7042	8751	-	JABSRV010000083.1	GCA_013214905.1	1710	570	NRA60933.1	OBi1_02316	46.786	560	288	4	17	574	17	568	1.47e-173	514	hydroxylase	2928
NRA60937.1	1971899	Psychrobium sp.	12551	14113	+	JABSRV010000083.1	GCA_013214905.1	1563	521	NRA60937.1	OBi1_02317	54.302	523	235	2	1	522	1	520	0	561	permease	2581
NVK16266.1	1904441	Paracoccaceae bacterium	2811	4256	+	JABXIA010000332.1	GCA_013373325.1	1446	482	WP_217356369.1	OBi1_02319	61.996	471	179	0	18	488	11	481	0	607	aminoaldehyde dehydrogenase	2569
NVK16267.1	1904441	Paracoccaceae bacterium	4393	5376	+	JABXIA010000332.1	GCA_013373325.1	984	328	WP_259968792.1	OBi1_02318	59.748	318	128	0	4	321	2	319	1.48e-141	413	aminohydrolase	987
NVK16269.1	1904441	Paracoccaceae bacterium	7065	7694	+	JABXIA010000332.1	GCA_013373325.1	630	210	WP_039174444.1	SPO3188	53.81	210	96	1	1	210	1	209	4.68e-62	202	dehydrogenase	1685
NVK16268.1	1904441	Paracoccaceae bacterium	5380	7068	+	JABXIA010000332.1	GCA_013373325.1	1689	563	WP_039129300.1	OBi1_02316	42.281	570	313	6	11	574	3	562	3.35e-133	410	hydroxylase	0
NVK16271.1	1904441	Paracoccaceae bacterium	8795	10101	+	JABXIA010000332.1	GCA_013373325.1	1307	435.666666666667	NVK16271.1	OBi1_02317	29.96	247	156	6	87	318	86	330	1.47e-13	84.7	permease	3415
NWG23212.1	1934341	Pseudorhodoplanes sp.	13892	15370	+	JACAEG010000028.1	GCA_013388965.1	1479	493	NWG23212.1	OBi1_02319	61.27	488	189	0	1	488	1	488	0	605	aminoaldehyde dehydrogenase	1482
NWG23213.1	1934341	Pseudorhodoplanes sp.	15374	16435	+	JACAEG010000028.1	GCA_013388965.1	1062	354	NWG23213.1	OBi1_02318	54.908	326	147	0	6	331	11	336	3.51e-123	367	aminohydrolase	0
NWG23215.1	1934341	Pseudorhodoplanes sp.	18160	18813	+	JACAEG010000028.1	GCA_013388965.1	654	218	NWG23215.1	SPO3188	41.475	217	120	4	1	210	1	217	3.59e-32	125	dehydrogenase	2786
NWG23214.1	1934341	Pseudorhodoplanes sp.	16496	18163	+	JACAEG010000028.1	GCA_013388965.1	1668	556	NWG23214.1	OBi1_02316	44.444	558	295	7	19	572	3	549	1.13e-142	435	hydroxylase	1122
MBA4694000.1	2744308	Congregibacter sp.	130	1569	+	JACETJ010000088.1	GCA_013911345.1	1440	480	MBA4694000.1	OBi1_02319	72.385	478	132	0	11	488	2	479	0	725	aminoaldehyde dehydrogenase	1453
