Protein	ncbi.taxid	Organism	Start	Stop	Strand	Nucleotide.Accession	Assembly	gene.length	protein.length	cluster.representative	query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	protein.function	distance.to.min	superkingdom	phylum	class	order	family	genus	species
BBU31374.1	758782	Burkholderia sp. THE68	1008214	1009206	+	AP022317.1	GCA_009938265.1	993	331	WP_238294710.1	OBi1_02318	63.914	327	118	0	1	327	4	330	1.09e-157	454	aminohydrolase	0	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. THE68
BBU31376.1	758782	Burkholderia sp. THE68	1010807	1012555	+	AP022317.1	GCA_009938265.1	1749	583	WP_250485921.1	OBi1_02316	47.849	558	281	4	19	573	22	572	2.49e-164	491	hydroxylase	2593	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. THE68
BCQ59258.1	2799183	Pseudomonas sp. Boi14	924128	925972	-	AP024341.1	GCA_018326365.1	1845	615	BCQ59258.1	OBi1_02319	66.105	475	161	0	14	488	5	479	0	640	aminoaldehyde dehydrogenase	1533	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. Boi14
BCQ59257.1	2799183	Pseudomonas sp. Boi14	923476	924177	-	AP024341.1	GCA_018326365.1	702	234	BCQ59257.1	OBi1_02318	64.623	212	75	0	111	322	1	212	9.03e-99	301	aminohydrolase	881	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. Boi14
BCQ59254.1	2799183	Pseudomonas sp. Boi14	920646	921794	-	AP024341.1	GCA_018326365.1	1149	383	BCQ59254.1	OBi1_02316	45.588	340	179	3	17	352	1	338	9.33e-84	277	hydroxylase	1949	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. Boi14
BCQ59256.1	2799183	Pseudomonas sp. Boi14	922595	923353	-	AP024341.1	GCA_018326365.1	759	253	BCQ59256.1	OBi1_02317	46.409	181	96	1	25	204	25	205	1.44e-37	149	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. Boi14
BFM03430.1	261164	Psychrobacter alimentarius	2043511	2043903	-	AP031495.1	GCA_040436395.1	393	131	WP_201512788.1	OBi1_02314	66.387	119	40	0	5	123	10	128	6.37e-53	172	RidA	6162	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter alimentarius
BFM03429.1	261164	Psychrobacter alimentarius	2041964	2043427	-	AP031495.1	GCA_040436395.1	1464	488	WP_240216060.1	OBi1_02319	64.693	473	167	0	16	488	18	490	0	663	aminoaldehyde dehydrogenase	4615	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter alimentarius
BFM03428.1	261164	Psychrobacter alimentarius	2040913	2041902	-	AP031495.1	GCA_040436395.1	990	330	WP_201512790.1	OBi1_02318	60.87	322	126	0	1	322	1	322	8.44e-146	424	aminohydrolase	3564	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter alimentarius
BFM03423.1	261164	Psychrobacter alimentarius	2036610	2037335	-	AP031495.1	GCA_040436395.1	726	242	WP_201535070.1	OBi1_02315	29.688	256	162	7	1	255	1	239	3.19e-18	91.7	dehydrogenase	739	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter alimentarius
BFM03424.1	261164	Psychrobacter alimentarius	2037349	2039058	-	AP031495.1	GCA_040436395.1	1710	570	WP_201535068.1	OBi1_02316	44.404	545	295	4	17	557	17	557	8.19e-160	479	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter alimentarius
EPJ53277.1	1330035	Osedax symbiont Rs2	1562	3004	-	ASZI01000077.1	GCA_000416315.1	1443	481	EPJ53277.1	OBi1_02319	68.856	472	147	0	17	488	9	480	0	686	aminoaldehyde dehydrogenase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA	Osedax symbiont Rs2
EPJ53276.1	1330035	Osedax symbiont Rs2	559	1548	-	ASZI01000077.1	GCA_000416315.1	990	330	EPJ53276.1	OBi1_02318	66.871	326	108	0	1	326	1	326	2.72e-171	488	aminohydrolase	1003	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA	Osedax symbiont Rs2
EPJ53281.1	1330035	Osedax symbiont Rs2	5955	6698	+	ASZI01000077.1	GCA_000416315.1	744	248	NRA16986.1	OBi1_02315	29.412	255	172	2	1	255	1	247	3.34e-39	147	dehydrogenase	4393	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA	Osedax symbiont Rs2
EPJ53280.1	1330035	Osedax symbiont Rs2	4225	5955	+	ASZI01000077.1	GCA_000416315.1	1731	577	EPJ53280.1	OBi1_02316	46.726	565	289	5	17	578	17	572	1.91e-174	516	hydroxylase	2663	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA	Osedax symbiont Rs2
ESS13823.1	1408164	Betaproteobacteria bacterium MOLA814	113519	114970	-	AYMW01000002.1	GCA_000496475.1	1452	484	ESS13823.1	OBi1_02319	64.831	472	166	0	17	488	8	479	0	629	aminoaldehyde dehydrogenase	1024	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	Betaproteobacteria bacterium MOLA814
ESS13822.1	1408164	Betaproteobacteria bacterium MOLA814	112495	113505	-	AYMW01000002.1	GCA_000496475.1	1011	337	ESS13822.1	OBi1_02318	55.28	322	144	0	1	322	1	322	9.55e-136	399	aminohydrolase	0	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	Betaproteobacteria bacterium MOLA814
ESS13820.1	1408164	Betaproteobacteria bacterium MOLA814	108366	110753	-	AYMW01000002.1	GCA_000496475.1	2388	796	ESS13820.1	OBi1_02316	41.989	543	305	5	17	554	14	551	1.49e-123	393	hydroxylase	4129	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	Betaproteobacteria bacterium MOLA814
ESS13821.1	1408164	Betaproteobacteria bacterium MOLA814	110789	112351	-	AYMW01000002.1	GCA_000496475.1	1563	521	ESS13821.1	OBi1_02317	51.389	504	238	2	25	525	20	519	2.99e-171	504	permease	1706	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	Betaproteobacteria bacterium MOLA814
ETN92797.1	1411685	Gammaproteobacteria bacterium MOLA455	760184	761629	-	AZIN01000001.1	GCA_000511875.1	1446	482	EAS46325.1	OBi1_02319	64.756	471	166	0	17	487	9	479	0	632	aminoaldehyde dehydrogenase	2538	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	NA	Gammaproteobacteria bacterium MOLA455
ETN92793.1	1411685	Gammaproteobacteria bacterium MOLA455	755036	755770	-	AZIN01000001.1	GCA_000511875.1	735	245	EAS46329.1	OBi1_02315	33.852	257	153	6	1	255	1	242	2.56e-32	129	dehydrogenase	2610	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	NA	Gammaproteobacteria bacterium MOLA455
ETN92794.1	1411685	Gammaproteobacteria bacterium MOLA455	755776	757551	-	AZIN01000001.1	GCA_000511875.1	1776	592	ETN92794.1	OBi1_02316	45.993	574	297	5	10	575	20	588	1.08e-169	505	hydroxylase	1870	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	NA	Gammaproteobacteria bacterium MOLA455
ETN92795.1	1411685	Gammaproteobacteria bacterium MOLA455	757646	759178	-	AZIN01000001.1	GCA_000511875.1	1533	511	MBT6115136.1	OBi1_02317	52.505	499	230	3	25	521	14	507	1.8e-175	514	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	NA	Gammaproteobacteria bacterium MOLA455
GAA1948544.1	337894	Amycolatopsis minnesotensis	154967	156460	-	BAAANN010000005.1	GCA_039529815.1	1494	498	GAA1948544.1	OBi1_02319	39.662	474	280	6	17	487	22	492	1.94e-93	302	aminoaldehyde dehydrogenase	1697	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis minnesotensis
GAA1948530.1	337894	Amycolatopsis minnesotensis	152269	153258	-	BAAANN010000005.1	GCA_039529815.1	990	330	GAA1948530.1	OBi1_02318	40.938	320	184	2	2	321	6	320	7.84e-79	253	aminohydrolase	1001	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis minnesotensis
GAA1948537.1	337894	Amycolatopsis minnesotensis	153270	154970	-	BAAANN010000005.1	GCA_039529815.1	1701	567	GAA1948537.1	OBi1_02316	35.355	577	339	9	14	573	7	566	2.13e-108	347	hydroxylase	0	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis minnesotensis
GAK21776.1	1460647	Vibrio sp. JCM 19052	145440	146899	+	BAXJ01000003.1	GCA_000699205.1	1460	486.666666666667	WP_182033563.1	OBi1_02319	64.768	474	167	0	12	485	9	482	0	657	aminoaldehyde dehydrogenase	4340	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. JCM 19052
GAK21777.1	1460647	Vibrio sp. JCM 19052	147011	147951	+	BAXJ01000003.1	GCA_000699205.1	941	313.666666666667	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	2769	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. JCM 19052
GAK21780.1	1460647	Vibrio sp. JCM 19052	151515	152165	+	BAXJ01000003.1	GCA_000699205.1	651	217	GAK21780.1	OBi1_02315	31.618	136	92	1	1	136	1	135	2.24e-06	58.5	dehydrogenase	1735	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. JCM 19052
GAK21779.1	1460647	Vibrio sp. JCM 19052	149780	151518	+	BAXJ01000003.1	GCA_000699205.1	1739	579.666666666667	WP_051117781.1	OBi1_02316	46.06	571	300	3	12	582	6	568	2.83e-171	509	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. JCM 19052
GAK16909.1	1460648	Vibrio sp. JCM 19053	2168	2897	+	BAXK01000014.1	GCA_000698165.1	730	243.333333333333	WP_226420777.1	OBi1_02315	28.947	266	154	7	1	256	1	241	1.04e-10	71.2	dehydrogenase	1733	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. JCM 19053
GAK16908.1	1460648	Vibrio sp. JCM 19053	435	2171	+	BAXK01000014.1	GCA_000698165.1	1737	579	WP_226420778.1	OBi1_02316	46.809	564	290	5	12	574	6	560	3.67e-175	518	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. JCM 19053
GAK16907.1	1460648	Vibrio sp. JCM 19053	4	333	+	BAXK01000014.1	GCA_000698165.1	330	110	GAK16907.1	OBi1_02317	55.14	107	48	0	416	522	3	109	8.71e-29	120	permease	431	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. JCM 19053
GAJ69392.1	1298599	Vibrio sp. JCM 18904	37734	39193	+	BAYR01000001.1	GCA_000695035.1	1460	486.666666666667	WP_182033563.1	OBi1_02319	64.768	474	167	0	12	485	9	482	0	657	aminoaldehyde dehydrogenase	1529	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. JCM 18904
GAJ69393.1	1298599	Vibrio sp. JCM 18904	39263	40251	+	BAYR01000001.1	GCA_000695035.1	989	329.666666666667	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. JCM 18904
GAJ69395.1	1298599	Vibrio sp. JCM 18904	42070	43809	+	BAYR01000001.1	GCA_000695035.1	1740	580	WP_226420778.1	OBi1_02316	46.809	564	290	5	12	574	6	560	3.67e-175	518	hydroxylase	2807	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. JCM 18904
GIK97683.1	1913988	Alphaproteobacteria bacterium	109384	110400	+	BOKU01000008.1	GCA_016861145.1	1017	339	GIK97683.1	OBi1_02318	59.177	316	129	0	6	321	9	324	4.49e-140	410	aminohydrolase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIK97685.1	1913988	Alphaproteobacteria bacterium	112106	112861	+	BOKU01000008.1	GCA_016861145.1	756	252	GIK97685.1	OBi1_02315	25.887	282	155	6	1	262	4	251	1.24e-08	65.5	dehydrogenase	2722	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIK97684.1	1913988	Alphaproteobacteria bacterium	110397	112109	+	BOKU01000008.1	GCA_016861145.1	1713	571	GIK97684.1	OBi1_02316	46.32	557	288	7	19	573	22	569	4.69e-152	459	hydroxylase	1013	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIR04954.1	2026776	Pelagibacterales bacterium	300633	302066	+	BOWG01000001.1	GCA_019649495.1	1434	478	GIR04954.1	OBi1_02319	35.43	477	295	9	17	487	7	476	1.81e-79	265	aminoaldehyde dehydrogenase	2051	Bacteria	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	NA	NA	Candidatus Pelagibacterales bacterium
GIR04957.1	2026776	Pelagibacterales bacterium	304343	305314	-	BOWG01000001.1	GCA_019649495.1	972	324	GIR04957.1	OBi1_02318	54.114	316	145	0	8	323	5	320	1.99e-133	392	aminohydrolase	1659	Bacteria	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	NA	NA	Candidatus Pelagibacterales bacterium
GIR04955.1	2026776	Pelagibacterales bacterium	302070	302684	-	BOWG01000001.1	GCA_019649495.1	615	205	GIR04955.1	SPO3188	24.762	210	141	5	7	210	6	204	3.04e-13	76.3	dehydrogenase	614	Bacteria	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	NA	NA	Candidatus Pelagibacterales bacterium
GIR04956.1	2026776	Pelagibacterales bacterium	302684	304339	-	BOWG01000001.1	GCA_019649495.1	1656	552	GIR04956.1	OBi1_02316	37.887	549	322	7	16	555	4	542	1.44e-123	385	hydroxylase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	NA	NA	Candidatus Pelagibacterales bacterium
GIR47171.1	1913988	Alphaproteobacteria bacterium	209606	211039	+	BOXV01000001.1	GCA_019651175.1	1434	478	MAK14933.1	OBi1_02319	34.18	433	277	5	17	445	7	435	1.42e-74	251	aminoaldehyde dehydrogenase	8151	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIR47178.1	1913988	Alphaproteobacteria bacterium	217757	218743	-	BOXV01000001.1	GCA_019651175.1	987	329	GIR47178.1	OBi1_02318	43.963	323	181	0	1	323	4	326	4.63e-108	328	aminohydrolase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIR47180.1	1913988	Alphaproteobacteria bacterium	220432	221148	+	BOXV01000001.1	GCA_019651175.1	717	239	GIR47180.1	SPO3188	22.523	222	155	5	1	205	13	234	2.75e-07	60.5	dehydrogenase	2675	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIR47179.1	1913988	Alphaproteobacteria bacterium	218798	220462	+	BOXV01000001.1	GCA_019651175.1	1665	555	GIR47179.1	OBi1_02316	39.783	553	324	4	18	569	4	548	2.55e-146	444	hydroxylase	1041	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIS11713.1	1913988	Alphaproteobacteria bacterium	290662	292104	-	BPAB01000002.1	GCA_019652335.1	1443	481	GIS11713.1	OBi1_02319	64.271	473	169	0	14	486	2	474	0	626	aminoaldehyde dehydrogenase	962	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIS11712.1	1913988	Alphaproteobacteria bacterium	289700	290653	-	BPAB01000002.1	GCA_019652335.1	954	318	GIS11712.1	OBi1_02318	62.976	289	105	2	5	292	1	288	3.86e-131	386	aminohydrolase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIS11711.1	1913988	Alphaproteobacteria bacterium	287843	289048	-	BPAB01000002.1	GCA_019652335.1	1206	402	GIS11711.1	OBi1_02316	36.086	327	192	5	211	528	1	319	2e-45	176	hydroxylase	1857	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIS17668.1	1913988	Alphaproteobacteria bacterium	66174	66503	+	BPAF01000001.1	GCA_019652475.1	330	110	GIS17668.1	OBi1_02318	51.546	97	47	0	227	323	1	97	7.96e-26	109	aminohydrolase	342	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIS17673.1	1913988	Alphaproteobacteria bacterium	68597	68911	+	BPAF01000001.1	GCA_019652475.1	315	105	GIS17673.1	SPO3188	35.789	95	51	2	116	210	20	104	8.71e-05	51.2	dehydrogenase	2081	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIS17669.1	1913988	Alphaproteobacteria bacterium	66516	67364	+	BPAF01000001.1	GCA_019652475.1	849	283	GIS17669.1	OBi1_02316	48.77	244	125	0	18	261	15	258	4.41e-67	230	hydroxylase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
GIS27042.1	1913989	Gammaproteobacteria bacterium	14876	16327	-	BPAN01000016.1	GCA_019652635.1	1452	484	MAD59869.1	OBi1_02319	56.306	444	192	2	44	486	4	446	5.43e-167	489	aminoaldehyde dehydrogenase	1780	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
GIS27041.1	1913989	Gammaproteobacteria bacterium	13911	14879	-	BPAN01000016.1	GCA_019652635.1	969	323	GIS27041.1	OBi1_02318	54.114	316	145	0	8	323	5	320	9.28e-125	370	aminohydrolase	815	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
GIS27038.1	1913989	Gammaproteobacteria bacterium	11661	12257	-	BPAN01000016.1	GCA_019652635.1	597	199	GIS27038.1	SPO3188	26.977	215	130	8	4	210	3	198	4.97e-10	67.4	dehydrogenase	1435	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
GIS27040.1	1913989	Gammaproteobacteria bacterium	13096	13911	-	BPAN01000016.1	GCA_019652635.1	816	272	GIS27040.1	OBi1_02316	45.522	268	144	1	16	283	2	267	2.75e-78	259	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
GKW47869.1	2942298	Halomonas sp. NCCP-2165	99286	99675	+	BRCY01000001.1	GCA_023708045.1	390	130	WP_097790561.1	OBi1_02314	82.927	123	21	0	1	123	1	123	7.05e-68	210	RidA	2532	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. NCCP-2165
GKW47864.1	2942298	Halomonas sp. NCCP-2165	92654	94093	+	BRCY01000001.1	GCA_023708045.1	1440	480	WP_175069974.1	OBi1_02319	81.263	475	89	0	14	488	5	479	0	815	aminoaldehyde dehydrogenase	4100	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. NCCP-2165
GKW47865.1	2942298	Halomonas sp. NCCP-2165	94105	95106	+	BRCY01000001.1	GCA_023708045.1	1002	334	WP_183388016.1	OBi1_02318	83.129	326	55	0	1	326	1	326	0	574	aminohydrolase	2649	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. NCCP-2165
GKW47868.1	2942298	Halomonas sp. NCCP-2165	98502	99269	+	BRCY01000001.1	GCA_023708045.1	768	256	WP_089848167.1	OBi1_02315	75.573	262	57	1	1	262	1	255	1.86e-134	389	dehydrogenase	1748	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. NCCP-2165
GKW47867.1	2942298	Halomonas sp. NCCP-2165	96754	98505	+	BRCY01000001.1	GCA_023708045.1	1752	584	WP_097790559.1	OBi1_02316	74.645	564	143	0	19	582	14	577	0	853	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. NCCP-2165
VVQ18459.1	294	Pseudomonas fluorescens	90756	91688	+	CABVJF010000020.1	GCA_902498245.1	933	311	VVQ18459.1	OBi1_02319	70.874	309	90	0	179	487	1	309	2.51e-160	466	aminoaldehyde dehydrogenase	2039	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
VVQ18487.1	294	Pseudomonas fluorescens	94372	96093	+	CABVJF010000020.1	GCA_902498245.1	1722	574	WP_150817973.1	OBi1_02316	57.297	555	232	2	25	579	20	569	0	595	hydroxylase	1577	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
VVQ18473.1	294	Pseudomonas fluorescens	92795	94012	+	CABVJF010000020.1	GCA_902498245.1	1218	406	VVQ18473.1	OBi1_02317	46.392	388	199	5	6	388	2	385	1.78e-103	327	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
CAH1540208.1	696485	Vibrio owensii	34569	34967	-	CAKMTP010000078.1	GCA_928500655.1	399	133	WP_045149362.1	OBi1_02314	67.769	121	39	0	3	123	8	128	2.17e-53	174	RidA	4328	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
CAH1540203.1	696485	Vibrio owensii	33014	34474	-	CAKMTP010000078.1	GCA_928500655.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	2773	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
CAH1540198.1	696485	Vibrio owensii	31960	32946	-	CAKMTP010000078.1	GCA_928500655.1	987	329	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	1719	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
CAH1540183.1	696485	Vibrio owensii	27661	28392	-	CAKMTP010000078.1	GCA_928500655.1	732	244	WP_009696344.1	OBi1_02315	27.308	260	164	6	1	255	1	240	1.5e-11	73.6	dehydrogenase	2580	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
CAH1540188.1	696485	Vibrio owensii	28389	30128	-	CAKMTP010000078.1	GCA_928500655.1	1740	580	WP_123780292.1	OBi1_02316	45.936	566	293	7	12	574	6	561	6.48e-165	492	hydroxylase	1852	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
CAH1540193.1	696485	Vibrio owensii	30241	31845	-	CAKMTP010000078.1	GCA_928500655.1	1605	535	WP_045186583.1	OBi1_02317	50.096	521	254	3	2	522	20	534	6.49e-174	511	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
CAH1538417.1	190895	Vibrio rotiferianus	12086	13546	-	CAKMTT010000018.1	GCA_928503255.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	4625	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rotiferianus
CAH1538397.1	190895	Vibrio rotiferianus	6733	7464	-	CAKMTT010000018.1	GCA_928503255.1	732	244	WP_009696344.1	OBi1_02315	27.308	260	164	6	1	255	1	240	1.5e-11	73.6	dehydrogenase	728	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rotiferianus
CAH1538402.1	190895	Vibrio rotiferianus	7461	9200	-	CAKMTT010000018.1	GCA_928503255.1	1740	580	WP_123780292.1	OBi1_02316	45.936	566	293	7	12	574	6	561	6.48e-165	492	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rotiferianus
CAH1538407.1	190895	Vibrio rotiferianus	9313	10917	-	CAKMTT010000018.1	GCA_928503255.1	1605	535	WP_045186583.1	OBi1_02317	50.096	521	254	3	2	522	20	534	6.49e-174	511	permease	1852	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rotiferianus
CAH1558787.1	190895	Vibrio rotiferianus	23935	25395	-	CAKMTX010000012.1	GCA_928505225.1	1461	487	WP_005595778.1	OBi1_02319	64	475	171	0	11	485	18	492	0	635	aminoaldehyde dehydrogenase	1057	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rotiferianus
CAH1558779.1	190895	Vibrio rotiferianus	22878	23867	-	CAKMTX010000012.1	GCA_928505225.1	990	330	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rotiferianus
CAH1558763.1	190895	Vibrio rotiferianus	19311	21050	-	CAKMTX010000012.1	GCA_928505225.1	1740	580	WP_123780292.1	OBi1_02316	45.936	566	293	7	12	574	6	561	6.48e-165	492	hydroxylase	3567	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rotiferianus
CAH1555054.1	696485	Vibrio owensii	698443	699174	+	CAKMTY010000001.1	GCA_928505955.1	732	244	WP_009696344.1	OBi1_02315	27.308	260	164	6	1	255	1	240	1.5e-11	73.6	dehydrogenase	1736	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii
