dataset,taxon_id,assembly_accession,isolation_source,geo_loc_name,env_broad_scale,env_local_scale,env_medium,geographic location (latitude),geographic location (longitude),lat_lon,geographic location (region and locality)
18,1062,GCA_027484985.1,pond C4 freshwater mesocosm in the Large Experimental Array of Ponds platform,Canada: Gault Nature Reserve,Freshwater biome,Mesocosm pond,Freshwater,NA,NA,45.55 N 73.15 W,NA
18,1062,GCA_027485325.1,pond C4 freshwater mesocosm in the Large Experimental Array of Ponds platform,Canada: Gault Nature Reserve,Freshwater biome,Mesocosm pond,Freshwater,NA,NA,45.55 N 73.15 W,NA
18,1062,GCA_027487395.1,pond H1 freshwater mesocosm in the Large Experimental Array of Ponds platform,Canada: Gault Nature Reserve,Freshwater biome,Mesocosm pond,Freshwater,NA,NA,45.55 N 73.15 W,NA
18,1062,GCA_027487575.1,pond H1 freshwater mesocosm in the Large Experimental Array of Ponds platform,Canada: Gault Nature Reserve,Freshwater biome,Mesocosm pond,Freshwater,NA,NA,45.55 N 73.15 W,NA
18,1062,GCA_027489175.1,pond D8 freshwater mesocosm in the Large Experimental Array of Ponds platform,Canada: Gault Nature Reserve,Freshwater biome,Mesocosm pond,Freshwater,NA,NA,45.55 N 73.15 W,NA
18,1062,GCA_027489815.1,pond D8 freshwater mesocosm in the Large Experimental Array of Ponds platform,Canada: Gault Nature Reserve,Freshwater biome,Mesocosm pond,Freshwater,NA,NA,45.55 N 73.15 W,NA
18,1062,GCA_027490955.1,pond D4 freshwater mesocosm in the Large Experimental Array of Ponds platform,Canada: Gault Nature Reserve,Freshwater biome,Mesocosm pond,Freshwater,NA,NA,45.55 N 73.15 W,NA
18,1062,GCA_030065095.1,marine sediment,French Polynesia: Moorea,marine biome,near-shore sediment,marine sediment,NA,NA,17.4808 S 149.8014 W,NA
18,1062,GCA_030066215.1,marine sediment,French Polynesia: Moorea,marine biome,near-shore sediment,marine sediment,NA,NA,17.4808 S 149.8014 W,NA
18,1062,GCA_031425795.1,stream sediment,Switzerland: Val Roseg glacier stream,Small river biome,stream,stream sediment,NA,NA,46.4119 N 9.8605 E,NA
18,1062,GCA_035907055.1,activated sludge from wastewater treatment plant,"USA: Urbana, IL",activated sludge microbiome,activated sludge| wastewater treatment plant,Wastewater,NA,NA,missing,NA
18,1062,GCA_037619735.1,pristine subarctic bottom seawater sample MJ-CI1H1-BSW-11m,"Canada: Chesterfield Inlet, Nunavut",subarctic seawater metagenome,bottom seawater near Chesterfield Inlet,pristine seawater,NA,NA,63.33463333 N 90.69091667 W,NA
18,1062,GCA_039808125.1,Activated sludge reactor,Singapore,anthropogenic environmental material,activated sludge,waste material,NA,NA,1.3451 N 103.6798 E,NA
18,1062,GCA_040375815.1,freswater water column,Sweden: Lake Trehoringen,freshwater,pelagic,surface,NA,NA,59.84591 N 17.88753 E,NA
18,1062,GCA_040378945.1,freswater water column,Sweden: Lake Ekoln,freshwater,pelagic,surface,NA,NA,59.74085 N 17.61029 E,NA
18,1062,GCA_041563895.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041565895.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041566295.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041567055.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041568875.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041569875.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041574715.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041575975.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041576715.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041577895.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041578765.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041580355.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041581775.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041582015.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041582715.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041585335.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041586335.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041588735.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041589835.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041590815.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041592215.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041593335.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041594295.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041596755.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041597915.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041599175.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041600375.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041600855.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041602635.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041604655.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041605355.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041605775.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041606655.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041608275.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041609775.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041611995.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041612775.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041613715.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041614385.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041615075.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041615475.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041616495.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041617615.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041618715.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041619715.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041620775.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041624015.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041626495.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041627895.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041628855.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041629315.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041630995.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041632135.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041633995.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041634375.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041635115.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041636235.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041636735.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041637095.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041638215.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041638905.1,Coastal bare tidal sandflat sediment,China: ZhouShan,Tidal Flat,Intertidal zone,Tidal Flat Sediment,NA,NA,29.928 N 122.422 E,NA
18,1062,GCA_041738105.1,biofilm from active travertine-forming spring,"Norway: Svalbard, Jotun geothermal spring",geothermal spring biome,active spring,geothermal water,NA,NA,79.5488889 N 13.351944 E,NA
18,1062,GCA_041740915.1,biofilm from active travertine-forming spring,"Norway: Svalbard, Jotun geothermal spring",geothermal spring biome,active spring,geothermal water,NA,NA,79.5488889 N 13.351944 E,NA
18,1062,GCA_041750635.1,biofilm from active travertine-forming spring,"Norway: Svalbard, Jotun geothermal spring",geothermal spring biome,active spring,geothermal water,NA,NA,79.5488889 N 13.351944 E,NA
18,1062,GCA_041905595.1,activated sludge [ENVO:00002046],China: Xiamen,sludge [ENVO:00002044],activated sludge [ENVO:00002046],-,NA,NA,24.60 N 118.31 E,NA
18,1062,GCA_047340915.1,lake water,USA: Lake Erie,freshwater lake,freshwater lake,lake water,NA,NA,41.764733 N 83.335117 W,NA
18,1062,GCA_047341015.1,lake water,USA: Lake Erie,freshwater lake,freshwater lake,lake water,NA,NA,41.764733 N 83.335117 W,NA
19,1063,GCA_001576595.1,missing,South Korea: Jeonju,,,,NA,NA,,NA
19,1063,GCA_001685625.1,,South Korea: Jeonju,,,,NA,NA,,NA
19,1063,GCA_002706325.1,,South Korea: Jeonju,,,,NA,NA,,NA
19,1063,GCA_002844435.1,intertidal mangrove sediment,China: Xiamen,,,,NA,NA,,NA
19,1063,GCA_003243455.1,hospital NICU surfaces and sink samples,"USA: Pittsburgh, Pennsylvania Magee Womens Hospital",hospital,hospital,hospital,NA,NA,40.43682860 N 79.96068800 W,NA
19,272943,GCA_003324715.1,laboratory,"USA:Eugene, OR",,,,NA,NA,,NA
19,39723,GCA_003363065.2,Japan: Iida,Japan: Iida,,,,NA,NA,,NA
19,1063,GCA_003429265.1,missing,China,,,,NA,NA,,NA
19,1063,GCA_003547135.1,missing,France: Gif-sur-Yvette,,,,NA,NA,,NA
19,1063,GCA_003547155.1,Sugar cane field soil,Jamaica,,,,NA,NA,,NA
19,1063,GCA_003846365.1,microbial mat material from brackish estuary,"USA: Trunk River, Woods Hole, Massachusetts",microbial mat material from brackish estuary,,,NA,NA,,NA
19,1063,GCA_003846385.1,microbial mat material from brackish estuary,"USA: Trunk River, Woods Hole, Massachusetts",microbial mat material from brackish estuary,,,NA,NA,,NA
19,1063,GCA_003846405.1,microbial mat material from brackish estuary,"USA: Trunk River, Woods Hole, Massachusetts",microbial mat material from brackish estuary,,,NA,NA,,NA
19,1063,GCA_003846425.1,microbial mat material from brackish estuary,"USA: Trunk River, Woods Hole, Massachusetts",microbial mat material from brackish estuary,,,NA,NA,,NA
19,1063,GCA_005311585.1,Water collected from a pond,Japan,Pond,,,NA,NA,35.601547 N 139.690818 E,NA
19,1063,GCA_007991035.1,,missing,missing,missing,missing,NA,NA,missing,NA
19,1063,GCA_009767555.1,not collected,not collected,,,,NA,NA,,NA
19,1063,GCA_009795945.1,San Elijo coastal lagoon,USA: San Diego,coastal lagoon,,,NA,NA,33.01 N 117.27 W,NA
19,1063,GCA_009797605.1,NA,NA,,,,NA,NA,,NA
19,1063,GCA_009797665.1,NA,NA,,,,NA,NA,,NA
19,1063,GCA_012647365.1,laboratory,NA,,,,NA,NA,,NA
19,1063,GCA_020216045.1,,China:Shenzhen,Mangrove rhizosphere sediment,offshore,sediment,NA,NA,22.540 N 114.597 E,NA
19,1063,GCA_021389835.1,wetland soil,"USA: Ellis Island, Alton, MO",,,,NA,NA,,NA
19,1063,GCA_021389855.1,wetland soil,"USA: Ellis Island, Alton, MO",,,,NA,NA,,NA
19,1063,GCA_021389875.1,wetland soil,"USA: Ellis Island, Alton, MO",,,,NA,NA,,NA
19,1063,GCA_021389895.1,wetland soil,"USA: Ellis Island, Alton, MO",,,,NA,NA,,NA
19,1063,GCA_038448445.1,soil,China,,,,NA,NA,,NA
19,1063,GCA_039555415.1,soil,China,,,,NA,NA,,NA
19,1063,GCA_046882885.1,-,Thailand,,,,NA,NA,,NA
19,1063,GCA_046882915.1,-,Thailand,,,,NA,NA,,NA
19,418630,GCA_900188265.1,missing,missing,missing,missing,missing,NA,NA,missing,NA
19,1063,GCF_001576595.1,missing,South Korea: Jeonju,,,,NA,NA,,NA
19,1063,GCF_001685625.1,,South Korea: Jeonju,,,,NA,NA,,NA
19,1063,GCF_002706325.1,,South Korea: Jeonju,,,,NA,NA,,NA
19,1063,GCF_002844435.1,intertidal mangrove sediment,China: Xiamen,,,,NA,NA,,NA
19,272943,GCF_003324715.1,laboratory,"USA:Eugene, OR",,,,NA,NA,,NA
19,1063,GCF_003429265.1,missing,China,,,,NA,NA,,NA
19,1063,GCF_003547135.1,missing,France: Gif-sur-Yvette,,,,NA,NA,,NA
19,1063,GCF_003547155.1,Sugar cane field soil,Jamaica,,,,NA,NA,,NA
19,1063,GCF_003846365.1,microbial mat material from brackish estuary,"USA: Trunk River, Woods Hole, Massachusetts",microbial mat material from brackish estuary,,,NA,NA,,NA
19,1063,GCF_003846385.1,microbial mat material from brackish estuary,"USA: Trunk River, Woods Hole, Massachusetts",microbial mat material from brackish estuary,,,NA,NA,,NA
19,1063,GCF_003846405.1,microbial mat material from brackish estuary,"USA: Trunk River, Woods Hole, Massachusetts",microbial mat material from brackish estuary,,,NA,NA,,NA
19,1063,GCF_003846425.1,microbial mat material from brackish estuary,"USA: Trunk River, Woods Hole, Massachusetts",microbial mat material from brackish estuary,,,NA,NA,,NA
19,1063,GCF_005311585.1,Water collected from a pond,Japan,Pond,,,NA,NA,35.601547 N 139.690818 E,NA
19,1063,GCF_007991035.1,,missing,missing,missing,missing,NA,NA,missing,NA
19,1063,GCF_009767555.1,not collected,not collected,,,,NA,NA,,NA
19,1063,GCF_009795945.1,San Elijo coastal lagoon,USA: San Diego,coastal lagoon,,,NA,NA,33.01 N 117.27 W,NA
19,1063,GCF_009797665.1,NA,NA,,,,NA,NA,,NA
19,1063,GCF_012647365.1,laboratory,NA,,,,NA,NA,,NA
19,1063,GCF_020216045.1,,China:Shenzhen,Mangrove rhizosphere sediment,offshore,sediment,NA,NA,22.540 N 114.597 E,NA
19,1063,GCF_021389835.1,wetland soil,"USA: Ellis Island, Alton, MO",,,,NA,NA,,NA
19,1063,GCF_021389855.1,wetland soil,"USA: Ellis Island, Alton, MO",,,,NA,NA,,NA
19,1063,GCF_021389875.1,wetland soil,"USA: Ellis Island, Alton, MO",,,,NA,NA,,NA
19,1063,GCF_021389895.1,wetland soil,"USA: Ellis Island, Alton, MO",,,,NA,NA,,NA
19,1063,GCF_038448445.1,soil,China,,,,NA,NA,,NA
19,1063,GCF_039555415.1,soil,China,,,,NA,NA,,NA
19,1063,GCF_046882885.1,-,Thailand,,,,NA,NA,,NA
19,1063,GCF_046882915.1,-,Thailand,,,,NA,NA,,NA
19,418630,GCF_900188265.1,missing,missing,missing,missing,missing,NA,NA,missing,NA
20,1057002,GCA_000378985.1,Rio de Janeiro,Brazil,not provided; submitted under MIGS 2.1,not provided; submitted under MIGS 2.1,not provided; submitted under MIGS 2.1,NA,NA,22.741391 S 43.70525 E,NA
20,1708715,GCA_000510685.1,,India,not provided; submitted under MIGS 2.1,not provided; submitted under MIGS 2.1,not provided; submitted under MIGS 2.1,NA,NA,26.27061 N 73.021177 E,NA
20,106592,GCA_000697965.2,silty clay loam soil (pH 6.1),"USA: Hagerstown, Pennsylvania",,,,NA,NA,,NA
20,106592,GCA_001270265.1,Water pool in cave at Wind Cave National Park,USA: South Dakota,Water pool in cave,,,NA,NA,,NA
20,1736512,GCA_001424825.1,,Germany:Golm,A. thaliana root,greenhouse,root,NA,NA,52.416 N 12.968 E,NA
20,1736440,GCA_001425225.1,,Germany:Cologne,A. thaliana root,greenhouse,root,NA,NA,50.958 N 6.856 E,NA
20,1736438,GCA_001425885.1,,Germany:Cologne,A. thaliana root,greenhouse,root,NA,NA,50.958 N 6.856 E,NA
20,1736534,GCA_001426275.1,,Germany:Golm,A. thaliana root,greenhouse,root,NA,NA,52.416 N 12.968 E,NA
20,1736449,GCA_001426365.1,,Germany:Cologne,A. thaliana root,greenhouse,root,NA,NA,50.958 N 6.856 E,NA
20,1736453,GCA_001426465.1,,Germany:Cologne,A. thaliana root,greenhouse,root,NA,NA,50.958 N 6.856 E,NA
20,1736461,GCA_001426785.1,,Germany:Cologne,A. thaliana root,greenhouse,root,NA,NA,50.958 N 6.856 E,NA
20,1736558,GCA_001427045.1,,Germany:Cologne,A. thaliana root,greenhouse,root,NA,NA,50.958 N 6.856 E,NA
20,1736497,GCA_001428785.1,,Germany:Cologne,A. thaliana root,greenhouse,root,NA,NA,50.958 N 6.856 E,NA
20,1736597,GCA_001429125.1,,Germany:Cologne,A. thaliana root,greenhouse,root,NA,NA,50.958 N 6.856 E,NA
20,1736509,GCA_001429285.1,,Germany:Cologne,A. thaliana root,greenhouse,root,NA,NA,50.958 N 6.856 E,NA
20,1736502,GCA_001429745.1,,Germany:Cologne,A. thaliana root,greenhouse,root,NA,NA,50.958 N 6.856 E,NA
20,106592,GCA_001683495.1,purple siltstone,China,soil,Purple siltstone,Purple siltstone,NA,NA,31.16 N 105.27 E,NA
