mass_feature,RT,mz,MS2,add_annotation,sample_fraction,replicate_name,adjusted_area,sample_set,treatment
HILICPos_18,9.473,97.07641,55.96473:8180 56.0503:1317592 56.2229:8179 58.38853:7743 68.05022:7570320 69.69441:9004 75.92877:8583 79.41007:8130 80.05015:9360,NA,Particulate,211202_Smp_OBi1_5,135377825.8028309,OBi1_set2,Homarine
HILICPos_18,9.473,97.07641,55.96473:8180 56.0503:1317592 56.2229:8179 58.38853:7743 68.05022:7570320 69.69441:9004 75.92877:8583 79.41007:8130 80.05015:9360,NA,Particulate,211202_Smp_OBi1_6,106252846.74161416,OBi1_set2,Homarine
HILICPos_18,9.473,97.07641,55.96473:8180 56.0503:1317592 56.2229:8179 58.38853:7743 68.05022:7570320 69.69441:9004 75.92877:8583 79.41007:8130 80.05015:9360,NA,Particulate,211202_Smp_OBi1_7,402999433.8380598,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_18,9.473,97.07641,55.96473:8180 56.0503:1317592 56.2229:8179 58.38853:7743 68.05022:7570320 69.69441:9004 75.92877:8583 79.41007:8130 80.05015:9360,NA,Particulate,211202_Smp_OBi1_8,413741340.32071465,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_18,9.473,97.07641,55.96473:8180 56.0503:1317592 56.2229:8179 58.38853:7743 68.05022:7570320 69.69441:9004 75.92877:8583 79.41007:8130 80.05015:9360,NA,Particulate,211202_Smp_OBi1_9,335855944.1087667,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_19,9.763,98.06048,54.65242:6436 56.05026:53332 57.05366:44895 59.95129:6060 68.05022:116866 69.04729:24488 69.05357:332700 70.06586:178316 78.60192:7072 79.02853:8235 83.06093:6944 83.70926:6389 92.53113:7188 97.07644:12338 98.06059:535034 98.0716:21078 98.07413:15090 98.0799:253222 98.08346:18963,NA,Particulate,211202_Smp_OBi1_1,32904308.73449067,OBi1_set2,Glucose + NH4
HILICPos_19,9.763,98.06048,54.65242:6436 56.05026:53332 57.05366:44895 59.95129:6060 68.05022:116866 69.04729:24488 69.05357:332700 70.06586:178316 78.60192:7072 79.02853:8235 83.06093:6944 83.70926:6389 92.53113:7188 97.07644:12338 98.06059:535034 98.0716:21078 98.07413:15090 98.0799:253222 98.08346:18963,NA,Particulate,211202_Smp_OBi1_2,28230513.107110903,OBi1_set2,Glucose + NH4
HILICPos_19,9.763,98.06048,54.65242:6436 56.05026:53332 57.05366:44895 59.95129:6060 68.05022:116866 69.04729:24488 69.05357:332700 70.06586:178316 78.60192:7072 79.02853:8235 83.06093:6944 83.70926:6389 92.53113:7188 97.07644:12338 98.06059:535034 98.0716:21078 98.07413:15090 98.0799:253222 98.08346:18963,NA,Particulate,211202_Smp_OBi1_3,29542956.75652199,OBi1_set2,Glucose + NH4
HILICPos_19,9.763,98.06048,54.65242:6436 56.05026:53332 57.05366:44895 59.95129:6060 68.05022:116866 69.04729:24488 69.05357:332700 70.06586:178316 78.60192:7072 79.02853:8235 83.06093:6944 83.70926:6389 92.53113:7188 97.07644:12338 98.06059:535034 98.0716:21078 98.07413:15090 98.0799:253222 98.08346:18963,NA,Particulate,211202_Smp_OBi1_4,114832619.96578126,OBi1_set2,Homarine
HILICPos_19,9.763,98.06048,54.65242:6436 56.05026:53332 57.05366:44895 59.95129:6060 68.05022:116866 69.04729:24488 69.05357:332700 70.06586:178316 78.60192:7072 79.02853:8235 83.06093:6944 83.70926:6389 92.53113:7188 97.07644:12338 98.06059:535034 98.0716:21078 98.07413:15090 98.0799:253222 98.08346:18963,NA,Particulate,211202_Smp_OBi1_5,134271223.1595696,OBi1_set2,Homarine
HILICPos_19,9.763,98.06048,54.65242:6436 56.05026:53332 57.05366:44895 59.95129:6060 68.05022:116866 69.04729:24488 69.05357:332700 70.06586:178316 78.60192:7072 79.02853:8235 83.06093:6944 83.70926:6389 92.53113:7188 97.07644:12338 98.06059:535034 98.0716:21078 98.07413:15090 98.0799:253222 98.08346:18963,NA,Particulate,211202_Smp_OBi1_6,133123967.801661,OBi1_set2,Homarine
HILICPos_19,9.763,98.06048,54.65242:6436 56.05026:53332 57.05366:44895 59.95129:6060 68.05022:116866 69.04729:24488 69.05357:332700 70.06586:178316 78.60192:7072 79.02853:8235 83.06093:6944 83.70926:6389 92.53113:7188 97.07644:12338 98.06059:535034 98.0716:21078 98.07413:15090 98.0799:253222 98.08346:18963,NA,Particulate,211202_Smp_OBi1_7,17149066.480934568,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_19,9.763,98.06048,54.65242:6436 56.05026:53332 57.05366:44895 59.95129:6060 68.05022:116866 69.04729:24488 69.05357:332700 70.06586:178316 78.60192:7072 79.02853:8235 83.06093:6944 83.70926:6389 92.53113:7188 97.07644:12338 98.06059:535034 98.0716:21078 98.07413:15090 98.0799:253222 98.08346:18963,NA,Particulate,211202_Smp_OBi1_8,16857494.317533538,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_19,9.763,98.06048,54.65242:6436 56.05026:53332 57.05366:44895 59.95129:6060 68.05022:116866 69.04729:24488 69.05357:332700 70.06586:178316 78.60192:7072 79.02853:8235 83.06093:6944 83.70926:6389 92.53113:7188 97.07644:12338 98.06059:535034 98.0716:21078 98.07413:15090 98.0799:253222 98.08346:18963,NA,Particulate,211202_Smp_OBi1_9,15938340.65015846,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_20,11.992,98.98462,NA,[M+H]+,Particulate,211202_Smp_OBi1_1,3005137.889351608,OBi1_set2,Glucose + NH4
HILICPos_20,11.992,98.98462,NA,[M+H]+,Particulate,211202_Smp_OBi1_2,3223235.982969295,OBi1_set2,Glucose + NH4
HILICPos_20,11.992,98.98462,NA,[M+H]+,Particulate,211202_Smp_OBi1_3,4727553.311337197,OBi1_set2,Glucose + NH4
HILICPos_20,11.992,98.98462,NA,[M+H]+,Particulate,211202_Smp_OBi1_4,1695141.6841522634,OBi1_set2,Homarine
HILICPos_20,11.992,98.98462,NA,[M+H]+,Particulate,211202_Smp_OBi1_5,961184.9131064548,OBi1_set2,Homarine
HILICPos_20,11.992,98.98462,NA,[M+H]+,Particulate,211202_Smp_OBi1_6,1093266.344187213,OBi1_set2,Homarine
HILICPos_20,11.992,98.98462,NA,[M+H]+,Particulate,211202_Smp_OBi1_7,2851759.3956171283,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_20,11.992,98.98462,NA,[M+H]+,Particulate,211202_Smp_OBi1_8,2939503.193211866,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_20,11.992,98.98462,NA,[M+H]+,Particulate,211202_Smp_OBi1_9,2282539.8673925386,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_21,9.835,98.98464,NA,[M+H]+,Particulate,211202_Smp_OBi1_1,2086819.293781909,OBi1_set2,Glucose + NH4
HILICPos_21,9.835,98.98464,NA,[M+H]+,Particulate,211202_Smp_OBi1_2,2505405.0428931615,OBi1_set2,Glucose + NH4
HILICPos_21,9.835,98.98464,NA,[M+H]+,Particulate,211202_Smp_OBi1_3,2692352.2950303885,OBi1_set2,Glucose + NH4
HILICPos_21,9.835,98.98464,NA,[M+H]+,Particulate,211202_Smp_OBi1_4,1488875.0603149876,OBi1_set2,Homarine
HILICPos_21,9.835,98.98464,NA,[M+H]+,Particulate,211202_Smp_OBi1_5,840464.4034065306,OBi1_set2,Homarine
HILICPos_21,9.835,98.98464,NA,[M+H]+,Particulate,211202_Smp_OBi1_6,1225004.1634829747,OBi1_set2,Homarine
HILICPos_21,9.835,98.98464,NA,[M+H]+,Particulate,211202_Smp_OBi1_7,3408159.6544168512,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_21,9.835,98.98464,NA,[M+H]+,Particulate,211202_Smp_OBi1_8,1971707.1572666387,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_21,9.835,98.98464,NA,[M+H]+,Particulate,211202_Smp_OBi1_9,1281534.4469865845,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_22,10.998,100.0397,NA,[M+H]+,Particulate,211202_Smp_OBi1_1,820998.403520255,OBi1_set2,Glucose + NH4
HILICPos_22,10.998,100.0397,NA,[M+H]+,Particulate,211202_Smp_OBi1_2,813206.0849933971,OBi1_set2,Glucose + NH4
HILICPos_22,10.998,100.0397,NA,[M+H]+,Particulate,211202_Smp_OBi1_3,744907.946318219,OBi1_set2,Glucose + NH4
HILICPos_22,10.998,100.0397,NA,[M+H]+,Particulate,211202_Smp_OBi1_4,1722073.6603594725,OBi1_set2,Homarine
HILICPos_22,10.998,100.0397,NA,[M+H]+,Particulate,211202_Smp_OBi1_5,1815612.0817361628,OBi1_set2,Homarine
HILICPos_22,10.998,100.0397,NA,[M+H]+,Particulate,211202_Smp_OBi1_6,1434527.0773875357,OBi1_set2,Homarine
HILICPos_22,10.998,100.0397,NA,[M+H]+,Particulate,211202_Smp_OBi1_7,2977947.1720861904,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_22,10.998,100.0397,NA,[M+H]+,Particulate,211202_Smp_OBi1_8,2758703.524146952,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_22,10.998,100.0397,NA,[M+H]+,Particulate,211202_Smp_OBi1_9,2156654.4255764494,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_23,9.476,101.07127,NA,NA,Particulate,211202_Smp_OBi1_1,18616770.4286719,OBi1_set2,Glucose + NH4
HILICPos_23,9.476,101.07127,NA,NA,Particulate,211202_Smp_OBi1_2,17054725.36930768,OBi1_set2,Glucose + NH4
HILICPos_23,9.476,101.07127,NA,NA,Particulate,211202_Smp_OBi1_3,19475770.12969796,OBi1_set2,Glucose + NH4
HILICPos_23,9.476,101.07127,NA,NA,Particulate,211202_Smp_OBi1_4,7580337.450570626,OBi1_set2,Homarine
HILICPos_23,9.476,101.07127,NA,NA,Particulate,211202_Smp_OBi1_5,5733314.31704854,OBi1_set2,Homarine
HILICPos_23,9.476,101.07127,NA,NA,Particulate,211202_Smp_OBi1_6,7129959.630679129,OBi1_set2,Homarine
HILICPos_23,9.476,101.07127,NA,NA,Particulate,211202_Smp_OBi1_7,10486014.661833197,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_23,9.476,101.07127,NA,NA,Particulate,211202_Smp_OBi1_8,9616163.105535654,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_23,9.476,101.07127,NA,NA,Particulate,211202_Smp_OBi1_9,10099888.941518173,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_25,11.423,102.05532,52.84933:6882 56.05027:133086 56.34843:6399 64.64065:7319 76.79357:6755 83.76133:6797 84.04498:652495 85.02894:37389 89.64353:6457 90.86987:7575 100.15261:7551 102.05533:26455 102.09172:28439,NA,Particulate,211202_Smp_OBi1_1,54258587.17230655,OBi1_set2,Glucose + NH4
HILICPos_25,11.423,102.05532,52.84933:6882 56.05027:133086 56.34843:6399 64.64065:7319 76.79357:6755 83.76133:6797 84.04498:652495 85.02894:37389 89.64353:6457 90.86987:7575 100.15261:7551 102.05533:26455 102.09172:28439,NA,Particulate,211202_Smp_OBi1_2,52423857.970902,OBi1_set2,Glucose + NH4
HILICPos_25,11.423,102.05532,52.84933:6882 56.05027:133086 56.34843:6399 64.64065:7319 76.79357:6755 83.76133:6797 84.04498:652495 85.02894:37389 89.64353:6457 90.86987:7575 100.15261:7551 102.05533:26455 102.09172:28439,NA,Particulate,211202_Smp_OBi1_3,54642362.78220194,OBi1_set2,Glucose + NH4
HILICPos_25,11.423,102.05532,52.84933:6882 56.05027:133086 56.34843:6399 64.64065:7319 76.79357:6755 83.76133:6797 84.04498:652495 85.02894:37389 89.64353:6457 90.86987:7575 100.15261:7551 102.05533:26455 102.09172:28439,NA,Particulate,211202_Smp_OBi1_4,73228358.496594,OBi1_set2,Homarine
HILICPos_25,11.423,102.05532,52.84933:6882 56.05027:133086 56.34843:6399 64.64065:7319 76.79357:6755 83.76133:6797 84.04498:652495 85.02894:37389 89.64353:6457 90.86987:7575 100.15261:7551 102.05533:26455 102.09172:28439,NA,Particulate,211202_Smp_OBi1_5,49975517.23835186,OBi1_set2,Homarine
HILICPos_25,11.423,102.05532,52.84933:6882 56.05027:133086 56.34843:6399 64.64065:7319 76.79357:6755 83.76133:6797 84.04498:652495 85.02894:37389 89.64353:6457 90.86987:7575 100.15261:7551 102.05533:26455 102.09172:28439,NA,Particulate,211202_Smp_OBi1_6,48051150.425795,OBi1_set2,Homarine
HILICPos_25,11.423,102.05532,52.84933:6882 56.05027:133086 56.34843:6399 64.64065:7319 76.79357:6755 83.76133:6797 84.04498:652495 85.02894:37389 89.64353:6457 90.86987:7575 100.15261:7551 102.05533:26455 102.09172:28439,NA,Particulate,211202_Smp_OBi1_7,188112610.64347836,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_25,11.423,102.05532,52.84933:6882 56.05027:133086 56.34843:6399 64.64065:7319 76.79357:6755 83.76133:6797 84.04498:652495 85.02894:37389 89.64353:6457 90.86987:7575 100.15261:7551 102.05533:26455 102.09172:28439,NA,Particulate,211202_Smp_OBi1_8,201341889.68622375,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_25,11.423,102.05532,52.84933:6882 56.05027:133086 56.34843:6399 64.64065:7319 76.79357:6755 83.76133:6797 84.04498:652495 85.02894:37389 89.64353:6457 90.86987:7575 100.15261:7551 102.05533:26455 102.09172:28439,NA,Particulate,211202_Smp_OBi1_9,179891725.69002634,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_26,4.847,103.05466,NA,[M+H]+,Particulate,211202_Smp_OBi1_1,8270720.27672399,OBi1_set2,Glucose + NH4
HILICPos_26,4.847,103.05466,NA,[M+H]+,Particulate,211202_Smp_OBi1_2,6472583.840759606,OBi1_set2,Glucose + NH4
HILICPos_26,4.847,103.05466,NA,[M+H]+,Particulate,211202_Smp_OBi1_3,8801836.39090554,OBi1_set2,Glucose + NH4
HILICPos_26,4.847,103.05466,NA,[M+H]+,Particulate,211202_Smp_OBi1_4,466775.6062337291,OBi1_set2,Homarine
HILICPos_26,4.847,103.05466,NA,[M+H]+,Particulate,211202_Smp_OBi1_5,499135.1290437364,OBi1_set2,Homarine
HILICPos_26,4.847,103.05466,NA,[M+H]+,Particulate,211202_Smp_OBi1_6,514361.88900670386,OBi1_set2,Homarine
HILICPos_26,4.847,103.05466,NA,[M+H]+,Particulate,211202_Smp_OBi1_7,5015909.71566585,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_26,4.847,103.05466,NA,[M+H]+,Particulate,211202_Smp_OBi1_8,4614293.833886227,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_26,4.847,103.05466,NA,[M+H]+,Particulate,211202_Smp_OBi1_9,5307845.529055076,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_27,11.459,104.07095,51.35347:6872 57.03431:7807 58.06588:33148 65.05212:7573 68.05013:19569 69.03419:239303 86.06061:400699 87.04461:1276826 88.01635:7777 90.24827:7421 91.78181:7085 104.07098:151947,NA,Particulate,211202_Smp_OBi1_1,55828755.715545714,OBi1_set2,Glucose + NH4
HILICPos_27,11.459,104.07095,51.35347:6872 57.03431:7807 58.06588:33148 65.05212:7573 68.05013:19569 69.03419:239303 86.06061:400699 87.04461:1276826 88.01635:7777 90.24827:7421 91.78181:7085 104.07098:151947,NA,Particulate,211202_Smp_OBi1_2,53886852.06303115,OBi1_set2,Glucose + NH4
HILICPos_27,11.459,104.07095,51.35347:6872 57.03431:7807 58.06588:33148 65.05212:7573 68.05013:19569 69.03419:239303 86.06061:400699 87.04461:1276826 88.01635:7777 90.24827:7421 91.78181:7085 104.07098:151947,NA,Particulate,211202_Smp_OBi1_3,56949344.273920424,OBi1_set2,Glucose + NH4
HILICPos_27,11.459,104.07095,51.35347:6872 57.03431:7807 58.06588:33148 65.05212:7573 68.05013:19569 69.03419:239303 86.06061:400699 87.04461:1276826 88.01635:7777 90.24827:7421 91.78181:7085 104.07098:151947,NA,Particulate,211202_Smp_OBi1_4,155933587.1644712,OBi1_set2,Homarine
HILICPos_27,11.459,104.07095,51.35347:6872 57.03431:7807 58.06588:33148 65.05212:7573 68.05013:19569 69.03419:239303 86.06061:400699 87.04461:1276826 88.01635:7777 90.24827:7421 91.78181:7085 104.07098:151947,NA,Particulate,211202_Smp_OBi1_5,134201309.53862058,OBi1_set2,Homarine
HILICPos_27,11.459,104.07095,51.35347:6872 57.03431:7807 58.06588:33148 65.05212:7573 68.05013:19569 69.03419:239303 86.06061:400699 87.04461:1276826 88.01635:7777 90.24827:7421 91.78181:7085 104.07098:151947,NA,Particulate,211202_Smp_OBi1_6,105008491.03515288,OBi1_set2,Homarine
HILICPos_27,11.459,104.07095,51.35347:6872 57.03431:7807 58.06588:33148 65.05212:7573 68.05013:19569 69.03419:239303 86.06061:400699 87.04461:1276826 88.01635:7777 90.24827:7421 91.78181:7085 104.07098:151947,NA,Particulate,211202_Smp_OBi1_7,192767696.57673612,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_27,11.459,104.07095,51.35347:6872 57.03431:7807 58.06588:33148 65.05212:7573 68.05013:19569 69.03419:239303 86.06061:400699 87.04461:1276826 88.01635:7777 90.24827:7421 91.78181:7085 104.07098:151947,NA,Particulate,211202_Smp_OBi1_8,203824475.05284995,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_27,11.459,104.07095,51.35347:6872 57.03431:7807 58.06588:33148 65.05212:7573 68.05013:19569 69.03419:239303 86.06061:400699 87.04461:1276826 88.01635:7777 90.24827:7421 91.78181:7085 104.07098:151947,NA,Particulate,211202_Smp_OBi1_9,206842539.8031058,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_28,11.139,106.05021,NA,NA,Particulate,211202_Smp_OBi1_1,4737953.744410832,OBi1_set2,Glucose + NH4
HILICPos_28,11.139,106.05021,NA,NA,Particulate,211202_Smp_OBi1_2,3628402.3738191384,OBi1_set2,Glucose + NH4
HILICPos_28,11.139,106.05021,NA,NA,Particulate,211202_Smp_OBi1_3,4429145.659554929,OBi1_set2,Glucose + NH4
HILICPos_28,11.139,106.05021,NA,NA,Particulate,211202_Smp_OBi1_4,9665560.02229415,OBi1_set2,Homarine
HILICPos_28,11.139,106.05021,NA,NA,Particulate,211202_Smp_OBi1_5,8834221.89600848,OBi1_set2,Homarine
HILICPos_28,11.139,106.05021,NA,NA,Particulate,211202_Smp_OBi1_6,7804263.642827176,OBi1_set2,Homarine
HILICPos_28,11.139,106.05021,NA,NA,Particulate,211202_Smp_OBi1_7,13800641.499473678,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_28,11.139,106.05021,NA,NA,Particulate,211202_Smp_OBi1_8,13356759.238316355,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_28,11.139,106.05021,NA,NA,Particulate,211202_Smp_OBi1_9,12540551.417105723,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_29,10.68,109.02882,NA,NA,Particulate,211202_Smp_OBi1_1,593428.8705918941,OBi1_set2,Glucose + NH4
HILICPos_29,10.68,109.02882,NA,NA,Particulate,211202_Smp_OBi1_2,862314.6975932716,OBi1_set2,Glucose + NH4
HILICPos_29,10.68,109.02882,NA,NA,Particulate,211202_Smp_OBi1_3,571075.8609588718,OBi1_set2,Glucose + NH4
HILICPos_29,10.68,109.02882,NA,NA,Particulate,211202_Smp_OBi1_4,5762498.84351092,OBi1_set2,Homarine
HILICPos_29,10.68,109.02882,NA,NA,Particulate,211202_Smp_OBi1_5,5215266.754048192,OBi1_set2,Homarine
HILICPos_29,10.68,109.02882,NA,NA,Particulate,211202_Smp_OBi1_6,5222778.08344933,OBi1_set2,Homarine
HILICPos_29,10.68,109.02882,NA,NA,Particulate,211202_Smp_OBi1_7,2765082.325560689,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_29,10.68,109.02882,NA,NA,Particulate,211202_Smp_OBi1_8,2814902.1821245733,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_29,10.68,109.02882,NA,NA,Particulate,211202_Smp_OBi1_9,1000221.4622814164,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_30,12.751,109.02893,NA,NA,Particulate,211202_Smp_OBi1_1,3226036.422257125,OBi1_set2,Glucose + NH4
HILICPos_30,12.751,109.02893,NA,NA,Particulate,211202_Smp_OBi1_2,3047353.552881341,OBi1_set2,Glucose + NH4
HILICPos_30,12.751,109.02893,NA,NA,Particulate,211202_Smp_OBi1_3,3164566.627530746,OBi1_set2,Glucose + NH4
HILICPos_30,12.751,109.02893,NA,NA,Particulate,211202_Smp_OBi1_4,1111360.344779951,OBi1_set2,Homarine
HILICPos_30,12.751,109.02893,NA,NA,Particulate,211202_Smp_OBi1_5,960087.9525532986,OBi1_set2,Homarine
HILICPos_30,12.751,109.02893,NA,NA,Particulate,211202_Smp_OBi1_6,907167.6499335855,OBi1_set2,Homarine
HILICPos_30,12.751,109.02893,NA,NA,Particulate,211202_Smp_OBi1_7,3044008.156420915,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_30,12.751,109.02893,NA,NA,Particulate,211202_Smp_OBi1_8,2766405.3172600702,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_30,12.751,109.02893,NA,NA,Particulate,211202_Smp_OBi1_9,2114078.221860767,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_33,8.264,112.05077,51.59501:6878 64.65118:7717 69.04552:51794 83.94164:6967 85.57964:7956 90.06509:6778 94.0406:21068 95.02456:188233 111.24319:6602 112.05096:2741754 112.07608:25018 112.09538:24570,NA,Particulate,211202_Smp_OBi1_1,190214777.09382585,OBi1_set2,Glucose + NH4
HILICPos_33,8.264,112.05077,51.59501:6878 64.65118:7717 69.04552:51794 83.94164:6967 85.57964:7956 90.06509:6778 94.0406:21068 95.02456:188233 111.24319:6602 112.05096:2741754 112.07608:25018 112.09538:24570,NA,Particulate,211202_Smp_OBi1_2,129121655.15597504,OBi1_set2,Glucose + NH4
HILICPos_33,8.264,112.05077,51.59501:6878 64.65118:7717 69.04552:51794 83.94164:6967 85.57964:7956 90.06509:6778 94.0406:21068 95.02456:188233 111.24319:6602 112.05096:2741754 112.07608:25018 112.09538:24570,NA,Particulate,211202_Smp_OBi1_3,174576295.08210042,OBi1_set2,Glucose + NH4
HILICPos_33,8.264,112.05077,51.59501:6878 64.65118:7717 69.04552:51794 83.94164:6967 85.57964:7956 90.06509:6778 94.0406:21068 95.02456:188233 111.24319:6602 112.05096:2741754 112.07608:25018 112.09538:24570,NA,Particulate,211202_Smp_OBi1_4,52393562.33349855,OBi1_set2,Homarine
HILICPos_33,8.264,112.05077,51.59501:6878 64.65118:7717 69.04552:51794 83.94164:6967 85.57964:7956 90.06509:6778 94.0406:21068 95.02456:188233 111.24319:6602 112.05096:2741754 112.07608:25018 112.09538:24570,NA,Particulate,211202_Smp_OBi1_5,28810024.187997375,OBi1_set2,Homarine
HILICPos_33,8.264,112.05077,51.59501:6878 64.65118:7717 69.04552:51794 83.94164:6967 85.57964:7956 90.06509:6778 94.0406:21068 95.02456:188233 111.24319:6602 112.05096:2741754 112.07608:25018 112.09538:24570,NA,Particulate,211202_Smp_OBi1_6,25978597.613544736,OBi1_set2,Homarine
HILICPos_33,8.264,112.05077,51.59501:6878 64.65118:7717 69.04552:51794 83.94164:6967 85.57964:7956 90.06509:6778 94.0406:21068 95.02456:188233 111.24319:6602 112.05096:2741754 112.07608:25018 112.09538:24570,NA,Particulate,211202_Smp_OBi1_7,156883949.31822032,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_33,8.264,112.05077,51.59501:6878 64.65118:7717 69.04552:51794 83.94164:6967 85.57964:7956 90.06509:6778 94.0406:21068 95.02456:188233 111.24319:6602 112.05096:2741754 112.07608:25018 112.09538:24570,NA,Particulate,211202_Smp_OBi1_8,110383069.95965594,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_33,8.264,112.05077,51.59501:6878 64.65118:7717 69.04552:51794 83.94164:6967 85.57964:7956 90.06509:6778 94.0406:21068 95.02456:188233 111.24319:6602 112.05096:2741754 112.07608:25018 112.09538:24570,NA,Particulate,211202_Smp_OBi1_9,94641901.85889594,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_34,6.985,112.05096,59.97786:6867 60.82067:6624 62.71338:7489 64.1662:7051 67.69991:6318 69.04357:7935 69.04539:39145 70.06585:17065 72.65062:6295 73.40738:6632 81.13174:7327 94.04038:12097 95.02447:135526 95.0608:20047 98.6118:6001 104.28425:6790 108.54111:7925 112.05088:1247958 112.06237:25338 112.07596:69405 112.09532:15547 112.22386:7831,NA,Particulate,211202_Smp_OBi1_1,83168024,OBi1_set2,Glucose + NH4
HILICPos_34,6.985,112.05096,59.97786:6867 60.82067:6624 62.71338:7489 64.1662:7051 67.69991:6318 69.04357:7935 69.04539:39145 70.06585:17065 72.65062:6295 73.40738:6632 81.13174:7327 94.04038:12097 95.02447:135526 95.0608:20047 98.6118:6001 104.28425:6790 108.54111:7925 112.05088:1247958 112.06237:25338 112.07596:69405 112.09532:15547 112.22386:7831,NA,Particulate,211202_Smp_OBi1_2,102633864,OBi1_set2,Glucose + NH4
HILICPos_34,6.985,112.05096,59.97786:6867 60.82067:6624 62.71338:7489 64.1662:7051 67.69991:6318 69.04357:7935 69.04539:39145 70.06585:17065 72.65062:6295 73.40738:6632 81.13174:7327 94.04038:12097 95.02447:135526 95.0608:20047 98.6118:6001 104.28425:6790 108.54111:7925 112.05088:1247958 112.06237:25338 112.07596:69405 112.09532:15547 112.22386:7831,NA,Particulate,211202_Smp_OBi1_3,120938208,OBi1_set2,Glucose + NH4
HILICPos_34,6.985,112.05096,59.97786:6867 60.82067:6624 62.71338:7489 64.1662:7051 67.69991:6318 69.04357:7935 69.04539:39145 70.06585:17065 72.65062:6295 73.40738:6632 81.13174:7327 94.04038:12097 95.02447:135526 95.0608:20047 98.6118:6001 104.28425:6790 108.54111:7925 112.05088:1247958 112.06237:25338 112.07596:69405 112.09532:15547 112.22386:7831,NA,Particulate,211202_Smp_OBi1_4,62171400,OBi1_set2,Homarine
HILICPos_34,6.985,112.05096,59.97786:6867 60.82067:6624 62.71338:7489 64.1662:7051 67.69991:6318 69.04357:7935 69.04539:39145 70.06585:17065 72.65062:6295 73.40738:6632 81.13174:7327 94.04038:12097 95.02447:135526 95.0608:20047 98.6118:6001 104.28425:6790 108.54111:7925 112.05088:1247958 112.06237:25338 112.07596:69405 112.09532:15547 112.22386:7831,NA,Particulate,211202_Smp_OBi1_5,43867024,OBi1_set2,Homarine
