Assembly,Nucleotide Accesion,homA_location,homB_location,homC_location,homD_location,homE_location,gene_arrangement,Kingdom,Phylum,Class,Order,Family,Genus,Species,Biosample ID,Bioproject Accession,Geographic Location,Isolation Source,Isolation Source Standardized,Environmental Source Standardized,Latitude,Longitude,Notes
GCA_015807495.2,AAXOGS020000003.1,267171-267902,267899-269635,271448-272437,272507-273967,274041-274439,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN09206404,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_015807475.2,AAXOGW020000044.1,2746-3477,3474-5210,7023-8012,8081-9541,9616-10014,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08965177,PRJNA355116 | PRJNA186875 | PRJNA374341 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_015807765.2,AAXOGY020000011.1,104124-104855,104852-106588,108401-109390,109459-110919,110994-111392,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08965176,PRJNA355116 | PRJNA186875 | PRJNA374341 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_015807855.2,AAXOHC020000040.1,32415-33146,33143-34879,36692-37681,37751-39211,39287-39685,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08965104,PRJNA355116 | PRJNA186875 | PRJNA374341 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_015809195.2,AAXOHM020000004.1,54753-55484,55481-57217,59030-60019,60089-61549,61625-62023,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08965187,PRJNA355116 | PRJNA186875 | PRJNA374341 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_015807835.2,AAXOHO020000040.1,17404-18135,15671-17407,12869-13858,11339-12799,10865-11263,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08965190,PRJNA355116 | PRJNA186875 | PRJNA374341 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_015811755.2,AAXOOX020000001.1,75500-76231,76228-77964,79777-80766,80836-82296,82369-82767,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08469557,PRJNA355116 | PRJNA186875 | PRJNA374341 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_015811705.2,AAXOOY020000001.1,102146-102877,102874-104610,106423-107412,107482-108942,109015-109413,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08469552,PRJNA355116 | PRJNA186875 | PRJNA374341 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_015812205.2,AAXOPQ020000002.1,139101-139832,139829-141565,143378-144367,144437-145897,145971-146369,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN08629952,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_015812185.2,AAXOPR020000004.1,102851-103582,103579-105315,107128-108117,108186-109646,109721-110119,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08469561,PRJNA355116 | PRJNA186875 | PRJNA374341 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_015813955.2,AAXOQB020000001.1,78530-79261,76797-78533,73995-74984,72465-73925,71991-72389,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08473311,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,water,environmental,other,NA,NA,NA
GCA_015813585.2,AAXOQT020000005.1,197250-197981,197978-199714,201527-202516,202586-204046,204122-204520,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08473265,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,water,environmental,other,NA,NA,NA
GCA_015813125.2,AAXORB020000010.1,116222-116953,116950-118686,120499-121488,121558-123018,123094-123492,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08473219,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_015813305.2,AAXORF020000006.1,198377-199108,199105-200841,202654-203643,203713-205173,205249-205647,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08473253,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,water,environmental,other,NA,NA,NA
GCA_015813365.2,AAXORG020000011.1,107642-108373,108370-110106,111919-112908,112978-114438,114514-114912,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08473275,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,sediment,environmental,sediment,NA,NA,NA
GCA_015813545.2,AAXORL020000009.1,116222-116953,116950-118686,120499-121488,121558-123018,123094-123492,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08473249,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_015813845.2,AAXOSG020000001.1,92514-93245,90781-92517,87979-88968,86449-87909,85975-86373,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08473220,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,water,environmental,other,NA,NA,NA
GCA_015814365.2,AAXOSH020000001.1,77536-78267,75803-77539,73001-73990,71471-72931,70997-71395,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08473286,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,sediment,environmental,sediment,NA,NA,NA
GCA_015814345.2,AAXOSN020000008.1,199939-200670,200667-202403,204216-205205,205275-206735,206811-207209,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN08473227,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,plankton,environmental,other,NA,NA,NA
GCA_015817535.2,AAXOYR020000014.1,43987-44718,42254-43990,39452-40441,37922-39382,37454-37852,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN06160638,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_015817635.2,AAXOYU020000006.1,209873-210604,210601-212337,214150-215139,215212-216672,216748-217146,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN06160636,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_015818695.2,AAXOZK020000002.1,795728-796459,796456-798192,800005-800994,801064-802524,802600-802998,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN06077004,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,not provided,unknown,NA,NA,NA,NA
GCA_015908385.1,AAXSRW010000001.1,342092-342823,340359-342095,337557-338546,336027-337487,335553-335951,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN17041478,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_000169375.1,AAXY01000005.1,291518-292285,289785-291521,287093-288070,285640-287079,292356-292733,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. ELB17,SAMN02436124,PRJNA18955,NA,NA,unknown,NA,NA,NA,NA
GCA_016226825.1,AAYATF010000019.1,54797-55528,55525-57261,59074-60063,60133-61593,61669-62067,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN13207728,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_000169455.1,AAYC01000005.1,240148-240795,240799-242484,244198-245178,245310-246761,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,Roseobacter sp. SK209-2-6,SAMN02436125,PRJNA18997,NA,NA,unknown,NA,NA,NA,NA
GCA_016306225.2,AAYEMN020000002.1,58059-58790,56326-58062,53524-54513,51994-53454,51520-51918,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN06009034,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_016414945.1,AAYJXM010000002.1,302915-303646,303643-305379,307192-308181,308251-309711,309785-310183,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN17106103,PRJNA481358 | PRJNA314609,USA:NY,skin,non-environmental,other,NA,NA,NA
GCA_016611205.1,AAYRUX010000003.1,70864-71595,69131-70867,66329-67318,64799-66259,64327-64725,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN11896020,PRJNA541971 | PRJNA245885 | PRJNA593772,USA,marine surface water,environmental,marine,NA,NA,NA
GCA_016611265.1,AAYRVD010000001.1,339585-340316,337852-339588,335050-336039,333520-334980,333048-333446,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN11895587,PRJNA541971 | PRJNA245885 | PRJNA593772,USA,marine surface water,environmental,marine,NA,NA,NA
GCA_016611285.1,AAYRVE010000003.1,70864-71595,69131-70867,66329-67318,64799-66259,64327-64725,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN11895602,PRJNA541971 | PRJNA245885 | PRJNA593772,USA,marine surface water,environmental,marine,NA,NA,NA
GCA_016611145.1,AAYRVF010000001.1,339590-340321,337857-339593,335055-336044,333525-334985,333053-333451,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN11895688,PRJNA541971 | PRJNA245885 | PRJNA593772,USA,marine surface water,environmental,marine,NA,NA,NA
GCA_016617735.1,AAYRWL010000009.1,140994-141725,141722-143458,145271-146260,146330-147790,147864-148262,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN09839639,PRJNA245882 | PRJNA245885 | PRJNA593772,USA,oyster,non-environmental,other,NA,NA,NA
GCA_017108545.1,AAZBZA010000002.1,317122-317853,315389-317125,312587-313576,311057-312517,310585-310983,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN18065177,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_017110005.1,AAZCBR010000006.1,45608-46339,43875-45611,41073-42062,39543-41003,39071-39469,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN18065179,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_017603365.1,AAZQSB010000005.1,85722-86453,86450-88186,89999-90988,91058-92518,92594-92992,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN18510958,PRJNA706389 | PRJNA245885 | PRJNA593772,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_017806335.1,AAZVJB010000020.1,45284-46015,43551-45287,40749-41738,39219-40679,38747-39145,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN18617844,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_017968105.1,ABAAIC010000008.1,155763-156494,156491-158227,160040-161029,161099-162559,162635-163033,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN18742562,PRJNA706389 | PRJNA245885 | PRJNA593772,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_017968125.1,ABAAIM010000002.1,77560-78291,75827-77563,73025-74014,71495-72955,71021-71419,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN18742559,PRJNA706389 | PRJNA245885 | PRJNA593772,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_018017315.1,ABABHY010000007.1,116226-116957,116954-118690,120503-121492,121562-123022,123098-123496,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN18510895,PRJNA706389 | PRJNA245885 | PRJNA593772,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_018017235.1,ABABHZ010000007.1,100892-101623,101620-103356,105169-106158,106228-107688,107764-108162,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN18510952,PRJNA706389 | PRJNA245885 | PRJNA593772,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_018036385.1,ABACAF010000001.1,97602-98333,95869-97605,93067-94056,91537-92997,91065-91463,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN16839180,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_018081105.1,ABADHW010000007.1,116238-116969,116966-118702,120515-121504,121574-123034,123110-123508,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN18762037,PRJNA706389 | PRJNA245885 | PRJNA593772,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_018084325.1,ABADMU010000001.1,84968-85699,85696-87432,89245-90234,90304-91764,91838-92236,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN15342257,PRJNA616123 | PRJNA245885 | PRJNA593772,USA:TX,estuarine water,environmental,other,NA,NA,NA
GCA_018085285.1,ABADNG010000002.1,145298-146029,146026-147762,149575-150564,150634-152094,152168-152566,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN14689468,PRJNA616123 | PRJNA245885 | PRJNA593772,USA:TX,estuarine water,environmental,other,NA,NA,NA
GCA_018620435.1,ABARDG010000008.1,33386-34117,34114-35850,37663-38652,38722-40182,40255-40653,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN19488933,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_018992305.1,ABAYSN010000002.1,801810-802541,802538-804274,806087-807076,807146-808606,808682-809080,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN19796185,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_018992345.1,ABAYSP010000010.1,110863-111594,111591-113327,115140-116129,116199-117659,117735-118133,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN19796170,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_018998335.1,ABAYZG010000001.1,994081-994812,994809-996545,998358-999347,999417-1000877,1000953-1001351,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN19796162,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019000345.1,ABAZAW010000001.1,78527-79258,76794-78530,73992-74981,72462-73922,71988-72386,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN19796160,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019062345.1,ABBASN010000001.1,147646-148377,145913-147649,143111-144100,141581-143041,141107-141505,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN19918827,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019065025.1,ABBAXL010000010.1,109209-109940,109937-111673,113486-114475,114545-116005,116081-116479,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN19918850,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019065545.1,ABBAYN010000010.1,109222-109953,109950-111686,113244-114233,114303-115763,115839-116237,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN19918823,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019290435.1,ABBKBI010000001.1,248227-248958,248955-250691,252501-253490,253560-255020,255096-255494,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN20305596,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019291845.1,ABBKDT010000001.1,248227-248958,248955-250691,252501-253490,253560-255020,255096-255494,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN20305602,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019438005.1,ABBONF010000001.1,78505-79236,76772-78508,73970-74959,72441-73901,71967-72365,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN20458864,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019681575.1,ABBZWS010000001.1,89584-90315,87851-89587,85049-86038,83519-84979,83045-83443,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN20849621,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019682655.1,ABBZYS010000002.1,78527-79258,76794-78530,73992-74981,72462-73922,71988-72386,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN20849619,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019759015.1,ABCCSZ010000010.1,92714-93445,90981-92717,88179-89168,86649-88109,86175-86573,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN20970997,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_019764355.1,ABCCYH010000011.1,108112-108843,108840-110576,112389-113378,113448-114908,114984-115382,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN20976153,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_019773555.1,ABCDAW010000008.1,106300-107031,104567-106303,101765-102754,100235-101695,99761-100159,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN20975111,PRJNA266293,USA:NJ,oyster,non-environmental,other,NA,NA,NA
GCA_000181535.1,ABCH01000015.1,77709-78440,75980-77698,73191-74180,71649-73109,71172-71570,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio mediterranei,SAMN02436099,PRJNA19397,NA,NA,unknown,NA,NA,NA,NA
GCA_000170775.1,ABCL01000007.1,47287-47943,45611-47290,44625-45614,43033-44628,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius sp. TM1035,SAMN02436094,PRJNA19363,NA,NA,unknown,NA,NA,NA,NA
GCA_020005575.1,ABCMRL010000010.1,85974-86705,84241-85977,81439-82428,79909-81369,79437-79835,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN21439350,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_020006825.1,ABCMTX010000020.1,52063-52794,50330-52066,47528-48517,45998-47458,45526-45924,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN21439349,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_020087115.1,ABCPMW010000002.1,990687-991418,991415-993151,994964-995953,996023-997483,997559-997957,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN21531124,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_000170855.1,ABCQ01000013.1,9170-9901,9898-11622,13437-14426,14495-15979,16047-16460,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella sp. PE36,SAMN02436150,PRJNA13535,NA,NA,unknown,NA,NA,NA,NA
GCA_000170875.1,ABCR01000004.1,163504-164157,161813-163507,159152-160147,157695-159146,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,Roseobacter sp. AzwK-3b,SAMN02436151,PRJNA19361,NA,NA,unknown,NA,NA,NA,NA
GCA_020190725.1,ABCSIO010000001.1,52865-53596,51132-52868,48330-49319,46800-48260,46328-46726,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN21855656,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_020238505.1,ABCURV010000005.1,56296-57027,57024-58760,60573-61562,61632-63092,63166-63564,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN21974740,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_020239005.1,ABCUTA010000002.1,33386-34117,34114-35850,37663-38652,38722-40182,40255-40653,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN21897408,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_020407245.1,ABDDWT010000001.1,191007-191738,191735-193471,195284-196273,196343-197803,197879-198277,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN22163826,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
GCA_020409985.1,ABDECB010000002.1,77543-78274,75810-77546,73008-73997,71478-72938,71004-71402,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN22184135,PRJNA266293,USA,missing,unknown,NA,NA,NA,NA
